iter	Passed	Remaining
957	4635	203
958	4639	198
959	4644	193
960	4649	188
961	4654	183
962	4659	179
963	4664	174
964	4669	169
965	4674	164
966	4679	159
967	4683	154
968	4688	150
969	4693	145
970	4697	140
971	4701	135
972	4705	130
973	4711	125
974	4716	120
975	4720	116
976	4724	111
977	4729	106
978	4733	101
979	4738	96
980	4742	91
981	4746	87
982	4750	82
983	4753	77
984	4756	72
985	4759	67
986	4762	62
987	4765	57
988	4768	53
989	4771	48
990	4775	43
991	4780	38
992	4785	33
993	4790	28
994	4795	24
995	4800	19
996	4805	14
997	4810	9
998	4815	4
999	4820	0
