iter	Passed	Remaining
661	2391	1221
662	2394	1217
663	2398	1213
664	2402	1210
665	2406	1206
666	2428	1212
667	2432	1209
668	2436	1205
669	2440	1201
670	2444	1198
671	2448	1195
672	2452	1191
673	2456	1188
674	2460	1184
675	2464	1181
676	2468	1177
677	2472	1174
678	2476	1170
679	2502	1177
680	2507	1174
681	2512	1171
682	2515	1167
683	2519	1164
684	2523	1160
685	2526	1156
686	2530	1152
687	2533	1149
688	2537	1145
689	2541	1141
690	2544	1137
691	2548	1134
692	2570	1138
693	2574	1135
694	2578	1131
695	2582	1127
696	2586	1124
697	2590	1120
698	2594	1117
699	2598	1113
700	2602	1110
701	2606	1106
702	2609	1102
703	2615	1099
704	2621	1096
705	2623	1092
706	2626	1088
707	2629	1084
708	2635	1081
709	2640	1078
710	2644	1074
711	2647	1071
712	2651	1067
713	2654	1063
714	2658	1059
715	2662	1055
716	2667	1052
717	2672	1049
718	2677	1046
719	2692	1046
720	2695	1043
721	2699	1039
722	2702	1035
723	2706	1031
724	2710	1028
725	2715	1024
726	2719	1021
727	2723	1017
728	2727	1013
729	2731	1010
730	2734	1006
731	2738	1002
732	2742	998
733	2747	995
734	2751	992
735	2757	989
736	2762	985
737	2767	982
738	2770	978
739	2774	974
740	2777	970
741	2782	967
742	2786	963
743	2790	960
744	2794	956
745	2806	955
746	2810	951
747	2814	948
748	2817	944
749	2821	940
750	2825	936
751	2828	932
752	2835	929
753	2839	926
754	2844	923
755	2848	919
756	2852	915
757	2873	917
758	2876	913
759	2880	909
760	2883	905
761	2885	901
762	2889	897
763	2893	893
764	2898	890
765	2902	886
766	2905	882
767	2909	878
768	2913	875
769	2916	871
770	2920	867
771	2925	864
772	2931	860
773	2937	857
774	2942	854
775	2945	850
776	2948	846
777	2952	842
778	2956	838
779	2959	834
780	2963	831
781	2967	827
782	2971	823
783	2975	819
784	2979	815
785	2982	812
786	2986	808
787	2988	804
788	2996	801
789	2999	797
790	3003	793
791	3006	789
792	3009	785
793	3013	781
794	3017	778
795	3021	774
796	3026	770
797	3030	767
798	3035	763
799	3046	761
800	3049	757
801	3053	753
802	3057	750
803	3060	746
804	3063	742
805	3068	738
806	3073	734
807	3078	731
808	3084	728
809	3088	724
810	3092	720
811	3097	717
812	3100	713
813	3102	708
814	3104	704
815	3106	700
816	3112	697
817	3116	693
818	3120	689
819	3124	685
820	3127	681
821	3131	678
822	3134	674
823	3138	670
824	3142	666
825	3145	662
826	3149	658
827	3152	654
828	3156	651
829	3159	647
830	3162	643
831	3166	639
832	3171	635
833	3173	631
834	3177	627
835	3183	624
836	3187	620
837	3191	616
838	3194	613
839	3198	609
840	3202	605
841	3206	601
842	3210	597
843	3213	593
844	3217	590
845	3220	586
846	3224	582
847	3227	578
848	3230	574
849	3233	570
850	3237	566
851	3240	562
852	3244	559
853	3247	555
854	3251	551
855	3254	547
856	3258	543
857	3262	539
858	3265	536
859	3268	532
860	3274	528
861	3279	525
862	3284	521
863	3287	517
864	3292	513
865	3297	510
866	3301	506
867	3306	502
868	3310	499
869	3314	495
870	3320	491
871	3325	488
872	3328	484
873	3332	480
874	3335	476
875	3339	472
876	3343	468
877	3346	464
878	3351	461
879	3355	457
880	3359	453
881	3366	450
882	3371	446
883	3377	443
884	3381	439
885	3384	435
886	3388	431
887	3391	427
888	3395	423
889	3399	420
890	3402	416
891	3406	412
892	3409	408
893	3412	404
894	3416	400
895	3419	396
896	3423	393
897	3426	389
898	3430	385
899	3433	381
900	3437	377
901	3440	373
902	3444	369
903	3447	366
904	3450	362
905	3454	358
906	3457	354
907	3461	350
908	3464	346
909	3473	343
910	3478	339
911	3483	336
912	3487	332
913	3491	328
914	3494	324
915	3498	320
916	3502	316
917	3505	313
918	3508	309
919	3512	305
920	3515	301
921	3521	297
922	3524	294
923	3528	290
924	3531	286
925	3534	282
926	3537	278
927	3541	274
928	3546	271
929	3549	267
930	3553	263
931	3557	259
932	3560	255
933	3563	251
934	3566	247
935	3570	244
936	3575	240
937	3579	236
938	3582	232
939	3598	229
940	3601	225
941	3605	221
942	3608	218
943	3611	214
944	3615	210
945	3619	206
946	3622	202
947	3627	198
948	3632	195
949	3636	191
950	3641	187
951	3644	183
952	3648	179
953	3651	176
954	3654	172
955	3658	168
956	3661	164
