iter	Passed	Remaining
673	2276	1101
674	2281	1098
675	2283	1094
676	2285	1090
677	2289	1087
678	2293	1084
679	2295	1080
680	2297	1076
681	2301	1073
682	2304	1069
683	2309	1066
684	2312	1063
685	2318	1061
686	2322	1058
687	2326	1054
688	2328	1050
689	2332	1047
690	2334	1043
691	2335	1039
692	2339	1036
693	2342	1033
694	2350	1031
695	2356	1029
696	2361	1026
697	2365	1023
698	2370	1020
699	2375	1018
700	2377	1014
701	2379	1010
702	2381	1006
703	2384	1002
704	2387	999
705	2389	995
706	2393	991
707	2395	987
708	2398	984
709	2401	980
710	2405	977
711	2408	974
712	2411	970
713	2414	967
714	2417	963
715	2420	959
716	2423	956
717	2424	952
718	2426	948
719	2428	944
720	2430	940
721	2431	936
722	2435	932
723	2438	929
724	2441	926
725	2443	922
726	2444	918
727	2447	914
728	2450	911
729	2453	907
730	2455	903
731	2457	899
732	2458	895
733	2462	892
734	2465	889
735	2469	885
736	2472	882
737	2476	879
738	2480	876
739	2484	872
740	2487	869
741	2491	866
742	2495	863
743	2497	859
744	2499	855
745	2502	852
746	2505	848
747	2506	844
748	2510	841
749	2513	837
750	2517	834
751	2520	831
752	2521	827
753	2525	823
754	2528	820
755	2532	817
756	2533	813
757	2535	809
758	2537	805
759	2541	802
760	2544	799
761	2548	796
762	2552	792
763	2565	792
764	2569	789
765	2573	786
766	2579	783
767	2583	780
768	2587	777
769	2591	773
770	2595	770
771	2598	767
772	2601	763
773	2604	760
774	2609	757
775	2614	754
776	2617	751
777	2621	747
778	2624	744
779	2628	741
780	2631	737
781	2633	734
782	2634	730
783	2638	726
784	2657	727
785	2660	724
786	2663	720
787	2666	717
788	2672	714
789	2682	712
790	2688	710
791	2691	706
792	2695	703
793	2698	700
794	2707	698
795	2710	694
796	2715	691
797	2720	688
798	2724	685
799	2727	681
800	2731	678
801	2738	676
802	2742	672
803	2757	672
804	2762	669
805	2766	666
806	2777	664
807	2801	665
808	2806	662
809	2814	660
810	2817	656
811	2831	655
812	2835	652
813	2838	648
814	2843	645
815	2847	642
816	2850	638
817	2855	635
818	2860	632
819	2863	628
820	2867	625
821	2870	621
822	2874	618
823	2877	614
824	2879	610
825	2882	607
826	2893	605
827	2897	601
828	2900	598
829	2904	594
830	2907	591
831	2910	587
832	2914	584
833	2916	580
834	2918	576
835	2921	573
836	2925	569
837	2928	566
838	2932	562
839	2935	559
840	2938	555
841	2943	552
842	2948	549
843	2952	545
844	2957	542
845	2960	538
846	2963	535
847	2969	532
848	2973	528
849	2977	525
850	2980	521
851	2984	518
852	2988	515
853	2992	511
854	2995	507
855	2997	504
856	3000	500
857	3004	497
858	3009	494
859	3014	490
860	3019	487
861	3022	483
862	3026	480
863	3030	476
864	3034	473
865	3037	470
866	3040	466
867	3042	462
868	3043	458
869	3045	455
870	3048	451
871	3052	448
872	3055	444
873	3059	441
874	3061	437
875	3065	433
876	3068	430
877	3071	426
878	3074	423
879	3077	419
880	3081	416
881	3085	412
882	3093	409
883	3097	406
884	3102	403
885	3106	399
886	3107	395
887	3109	392
888	3111	388
889	3112	384
890	3115	381
891	3119	377
892	3122	374
893	3126	370
894	3129	367
895	3133	363
896	3136	360
897	3140	356
898	3143	353
899	3146	349
900	3148	345
901	3150	342
902	3152	338
903	3155	335
904	3157	331
905	3159	327
906	3161	324
907	3163	320
908	3165	316
909	3168	313
910	3171	309
911	3175	306
912	3178	302
913	3180	299
914	3182	295
915	3184	292
916	3186	288
917	3188	284
918	3190	281
919	3193	277
920	3196	274
921	3201	270
922	3202	267
923	3207	263
924	3215	260
925	3235	258
926	3238	255
927	3241	251
928	3248	248
929	3253	244
930	3256	241
931	3260	237
932	3264	234
933	3268	230
934	3272	227
935	3276	224
936	3281	220
937	3285	217
938	3299	214
939	3301	210
940	3303	207
941	3306	203
942	3310	200
943	3313	196
944	3316	193
945	3318	189
946	3320	185
947	3325	182
948	3329	178
949	3331	175
950	3333	171
951	3336	168
952	3339	164
953	3343	161
954	3347	157
955	3353	154
956	3356	150
957	3359	147
958	3363	143
959	3365	140
960	3368	136
961	3370	133
962	3372	129
963	3374	126
964	3376	122
965	3379	118
966	3381	115
967	3384	111
968	3388	108
969	3391	104
970	3400	101
971	3402	98
972	3404	94
973	3407	90
974	3409	87
975	3413	83
976	3416	80
977	3419	76
978	3422	73
979	3425	69
980	3428	66
981	3432	62
982	3435	59
983	3437	55
984	3440	52
985	3442	48
986	3446	45
987	3450	41
988	3457	38
989	3481	35
990	3485	31
991	3488	28
992	3494	24
993	3499	21
994	3502	17
995	3505	14
996	3509	10
997	3511	7
998	3512	3
999	3515	0
