관리건축물대장PK,건물명,대지면적,건축면적,연면적,용적률산정연면적,용적률,세대수,가구수,도로명주소,지번주소,juso,행정동코드,시도명,시군구명,읍면동명,법정동코드,동리명,생성일자,행정기관,총인구수,세대당_인구,남자_인구수,여자_인구수,남여_비율,총연령구간인구수,총0~9세,총10~19세,총20~29세,총30~39세,총40~49세,총50~59세,총60~69세,총70~79세,총80~89세,총90~99세,총100세이상,남 인구수,남연령구간인구수,남0~9세,남10~19세,남20~29세,남30~39세,남40~49세,남50~59세,남60~69세,남70~79세,남80~89세,남90~99세,남100세 이상,여_인구수,여연령구간인구수,여0~9세,여10~19세,여20~29세,여30~39세,여40~49세,여50~59세,여60~69세,여70~79세,여80~89세,여90~99세,여100세 이상
42130-19042,원주봉화산주공아파트,0.0,0.0,2629.9120000000003,0.0,0.0,0.0,0.0,강원도 원주시 백간길 16,강원도 원주시 단계동 1096,강원도원주시단계동,4213059000,강원도,원주시,단계동,4213011000,단계동,19880423,강원도원주시단계동,28964.0,2.21,14084.0,14880.0,0.95,28964.0,2092.0,2415.0,4437.0,4218.0,4050.0,5347.0,4103.0,1423.0,753.0,122.0,4.0,14084.0,14084.0,1117.0,1247.0,2300.0,2200.0,1905.0,2419.0,1969.0,637.0,263.0,27.0,0.0,14880.0,14880.0,975.0,1168.0,2137.0,2018.0,2145.0,2928.0,2134.0,786.0,490.0,95.0,4.0
42130-19042,원주봉화산주공아파트,0.0,0.0,2629.9120000000003,0.0,0.0,0.0,0.0,강원도 원주시 백간길 16,강원도 원주시 단계동 1096,강원도원주시단계동,4213066000,강원도,원주시,무실동,4213011000,단계동,19990101,강원도원주시무실동,32936.0,2.34,16125.0,16811.0,0.96,32936.0,3105.0,4333.0,4196.0,4340.0,6307.0,5187.0,3467.0,1286.0,602.0,110.0,3.0,16125.0,16125.0,1572.0,2311.0,2250.0,2093.0,2917.0,2521.0,1651.0,582.0,209.0,18.0,1.0,16811.0,16811.0,1533.0,2022.0,1946.0,2247.0,3390.0,2666.0,1816.0,704.0,393.0,92.0,2.0
27140-100185115,율하휴먼시아15단지,0.0,12.485999999999999,12.485999999999999,12.485999999999999,0.0,0.0,0.0,대구광역시 동구 금호강변로3길 9,대구광역시 동구 율하동 1099,대구광역시동구율하동,2714072000,대구광역시,동구,안심1동,2714011800,율하동,19950101,대구광역시동구안심1동,43034.0,2.14,21093.0,21941.0,0.96,43034.0,3610.0,3691.0,5167.0,5546.0,6716.0,6919.0,6457.0,3259.0,1479.0,185.0,5.0,21093.0,21093.0,1885.0,1946.0,2738.0,2854.0,3426.0,3373.0,2964.0,1413.0,462.0,31.0,1.0,21941.0,21941.0,1725.0,1745.0,2429.0,2692.0,3290.0,3546.0,3493.0,1846.0,1017.0,154.0,4.0
27140-100178420,율하 휴먼시아6단지,0.0,13.63,1951.36,0.0,0.0,0.0,0.0,대구광역시 동구 안심로16길 45,대구광역시 동구 율하동 1461,대구광역시동구율하동,2714072000,대구광역시,동구,안심1동,2714011800,율하동,19950101,대구광역시동구안심1동,43034.0,2.14,21093.0,21941.0,0.96,43034.0,3610.0,3691.0,5167.0,5546.0,6716.0,6919.0,6457.0,3259.0,1479.0,185.0,5.0,21093.0,21093.0,1885.0,1946.0,2738.0,2854.0,3426.0,3373.0,2964.0,1413.0,462.0,31.0,1.0,21941.0,21941.0,1725.0,1745.0,2429.0,2692.0,3290.0,3546.0,3493.0,1846.0,1017.0,154.0,4.0
27140-100176339,율하 휴먼시아7단지,0.0,10.44,10.44,10.44,0.0,0.0,0.0,대구광역시 동구 안심로22길 55,대구광역시 동구 율하동 1464,대구광역시동구율하동,2714072000,대구광역시,동구,안심1동,2714011800,율하동,19950101,대구광역시동구안심1동,43034.0,2.14,21093.0,21941.0,0.96,43034.0,3610.0,3691.0,5167.0,5546.0,6716.0,6919.0,6457.0,3259.0,1479.0,185.0,5.0,21093.0,21093.0,1885.0,1946.0,2738.0,2854.0,3426.0,3373.0,2964.0,1413.0,462.0,31.0,1.0,21941.0,21941.0,1725.0,1745.0,2429.0,2692.0,3290.0,3546.0,3493.0,1846.0,1017.0,154.0,4.0
48250-102022679,율현마을 주공12단지아파트,0.0,391.332,5897.55,5819.46,0.0,74.0,0.0,경상남도 김해시 율하2로 178,경상남도 김해시 율하동 1404,경상남도김해시율하동,4825063000,경상남도,김해시,장유3동,4825013100,율하동,20130701,경상남도김해시장유3동,72820.0,2.77,36134.0,36686.0,0.98,72820.0,10592.0,11065.0,6705.0,11765.0,16838.0,8621.0,4542.0,1938.0,663.0,89.0,2.0,36134.0,36134.0,5333.0,5680.0,3488.0,5606.0,8267.0,4567.0,2105.0,875.0,196.0,17.0,0.0,36686.0,36686.0,5259.0,5385.0,3217.0,6159.0,8571.0,4054.0,2437.0,1063.0,467.0,72.0,2.0
43770-9938,금왕3단지주공아파트,0.0,388.61199999999997,1000.7689999999999,701.2639999999999,0.0,0.0,0.0,충청북도 음성군 금왕읍 무극로324번길 15,충청북도 음성군 금왕읍 무극리 93,충청북도음성군금왕읍무극리,4377025300,충청북도,음성군,금왕읍,4377025321,무극리,19880423,충청북도음성군금왕읍,19646.0,1.97,10507.0,9139.0,1.15,19646.0,1210.0,1927.0,2169.0,1888.0,3231.0,3891.0,2998.0,1411.0,807.0,109.0,5.0,10507.0,10507.0,638.0,1042.0,1294.0,1068.0,1751.0,2215.0,1551.0,635.0,281.0,31.0,1.0,9139.0,9139.0,572.0,885.0,875.0,820.0,1480.0,1676.0,1447.0,776.0,526.0,78.0,4.0
48720-100173557,의령서동 주공아파트,0.0,414.764,5490.121,5435.892,0.0,88.0,0.0,경상남도 의령군 의령읍 의병로9길 25-6,경상남도 의령군 의령읍 서동리 238,경상남도의령군의령읍서동리,4872025000,경상남도,의령군,의령읍,4872025021,서동리,19881001,경상남도의령군의령읍,9524.0,2.03,4708.0,4816.0,0.98,9524.0,670.0,901.0,973.0,932.0,1470.0,1617.0,1484.0,873.0,534.0,69.0,1.0,4708.0,4708.0,351.0,475.0,516.0,454.0,771.0,884.0,720.0,364.0,155.0,18.0,0.0,4816.0,4816.0,319.0,426.0,457.0,478.0,699.0,733.0,764.0,509.0,379.0,51.0,1.0
41430-2355,장안마을주공아파트,0.0,0.0,1414.306,0.0,0.0,0.0,0.0,경기도 의왕시 신장승길 12,경기도 의왕시 삼동 556,경기도의왕시삼동,4143052000,경기도,의왕시,부곡동,4143010300,삼동,19890101,경기도의왕시부곡동,29534.0,2.35,15024.0,14510.0,1.04,29534.0,2146.0,2390.0,4178.0,4126.0,4336.0,5189.0,3966.0,2017.0,1033.0,149.0,4.0,15024.0,15024.0,1128.0,1226.0,2280.0,2246.0,2274.0,2573.0,1988.0,896.0,376.0,37.0,0.0,14510.0,14510.0,1018.0,1164.0,1898.0,1880.0,2062.0,2616.0,1978.0,1121.0,657.0,112.0,4.0
41430-6242,휴먼시아 청계마을,0.0,695.216,5175.83,5161.85,0.0,69.0,0.0,경기도 의왕시 청계1로 28,경기도 의왕시 청계동 972,경기도의왕시청계동,4143056000,경기도,의왕시,청계동,4143010800,청계동,19890101,경기도의왕시청계동,37180.0,2.49,18293.0,18887.0,0.97,37180.0,3273.0,3067.0,5161.0,5332.0,5595.0,6885.0,5017.0,1839.0,848.0,156.0,7.0,18293.0,18293.0,1721.0,1506.0,2701.0,2711.0,2724.0,3256.0,2472.0,893.0,270.0,38.0,1.0,18887.0,18887.0,1552.0,1561.0,2460.0,2621.0,2871.0,3629.0,2545.0,946.0,578.0,118.0,6.0
41430-6265,휴먼시아 청계마을,0.0,13.429,13.32,13.32,0.0,0.0,0.0,경기도 의왕시 청계1로 9,경기도 의왕시 청계동 980,경기도의왕시청계동,4143056000,경기도,의왕시,청계동,4143010800,청계동,19890101,경기도의왕시청계동,37180.0,2.49,18293.0,18887.0,0.97,37180.0,3273.0,3067.0,5161.0,5332.0,5595.0,6885.0,5017.0,1839.0,848.0,156.0,7.0,18293.0,18293.0,1721.0,1506.0,2701.0,2711.0,2724.0,3256.0,2472.0,893.0,270.0,38.0,1.0,18887.0,18887.0,1552.0,1561.0,2460.0,2621.0,2871.0,3629.0,2545.0,946.0,578.0,118.0,6.0
41500-9269,주공아파트,0.0,14.972999999999999,9.0,9.0,0.0,0.0,0.0,경기도 이천시 영창로314번길 51,경기도 이천시 갈산동 778,경기도이천시갈산동,4150051500,경기도,이천시,증포동,4150010800,갈산동,20030210,경기도이천시증포동,54715.0,2.82,27357.0,27358.0,1.0,54715.0,6604.0,7897.0,7034.0,8154.0,10565.0,8148.0,4047.0,1437.0,736.0,93.0,0.0,27357.0,27357.0,3428.0,4123.0,3718.0,3906.0,5106.0,4134.0,2084.0,607.0,235.0,16.0,0.0,27358.0,27358.0,3176.0,3774.0,3316.0,4248.0,5459.0,4014.0,1963.0,830.0,501.0,77.0,0.0
41500-100185000,휴먼시아,0.0,471.41,5368.94,5368.94,0.0,70.0,0.0,경기도 이천시 영창로 315,경기도 이천시 갈산동 785,경기도이천시갈산동,4150051500,경기도,이천시,증포동,4150010800,갈산동,20030210,경기도이천시증포동,54715.0,2.82,27357.0,27358.0,1.0,54715.0,6604.0,7897.0,7034.0,8154.0,10565.0,8148.0,4047.0,1437.0,736.0,93.0,0.0,27357.0,27357.0,3428.0,4123.0,3718.0,3906.0,5106.0,4134.0,2084.0,607.0,235.0,16.0,0.0,27358.0,27358.0,3176.0,3774.0,3316.0,4248.0,5459.0,4014.0,1963.0,830.0,501.0,77.0,0.0
45140-32851,익산부송송백마을,0.0,14.972999999999999,9.0,9.0,0.0,0.0,0.0,전라북도 익산시 부송1로 123,전라북도 익산시 부송동 1205,전라북도익산시부송동,4514069000,전라북도,익산시,삼성동,4514013400,부송동,19950510,전라북도익산시삼성동,32354.0,2.42,16065.0,16289.0,0.99,32354.0,2530.0,4245.0,4530.0,3490.0,5743.0,5970.0,3334.0,1577.0,820.0,114.0,1.0,16065.0,16065.0,1272.0,2130.0,2453.0,1760.0,2745.0,3052.0,1732.0,690.0,213.0,17.0,1.0,16289.0,16289.0,1258.0,2115.0,2077.0,1730.0,2998.0,2918.0,1602.0,887.0,607.0,97.0,0.0
45750-1620,임실이도주공아파트,0.0,9.81,9.81,9.81,0.0,0.0,0.0,전라북도 임실군 임실읍 운수로 33-17,전라북도 임실군 임실읍 이도리 958,전라북도임실군임실읍이도리,4575025000,전라북도,임실군,임실읍,4575025022,이도리,19880423,전라북도임실군임실읍,7366.0,2.01,3788.0,3578.0,1.06,7366.0,656.0,731.0,717.0,764.0,1049.0,1067.0,1030.0,770.0,507.0,74.0,1.0,3788.0,3788.0,358.0,384.0,414.0,401.0,589.0,591.0,533.0,343.0,162.0,13.0,0.0,3578.0,3578.0,298.0,347.0,303.0,363.0,460.0,476.0,497.0,427.0,345.0,61.0,1.0
46880-3102,영천주공아파트,0.0,127.2,120.84,120.84,0.0,0.0,0.0,전라남도 장성군 장성읍 문화로 23,전라남도 장성군 장성읍 영천리 1654,전라남도장성군장성읍영천리,4688025000,전라남도,장성군,장성읍,4688025024,영천리,19880423,전라남도장성군장성읍,13450.0,2.04,6659.0,6791.0,0.98,13450.0,983.0,1227.0,1271.0,1122.0,1923.0,2151.0,2065.0,1617.0,957.0,130.0,4.0,6659.0,6659.0,513.0,635.0,689.0,553.0,1030.0,1197.0,1015.0,711.0,292.0,24.0,0.0,6791.0,6791.0,470.0,592.0,582.0,569.0,893.0,954.0,1050.0,906.0,665.0,106.0,4.0
45740-100172143,장수북동주공아파트,0.0,533.4540000000001,6673.05,6659.062,0.0,99.0,0.0,전라북도 장수군 장수읍 관두길 16,전라북도 장수군 장수읍 장수리 727,전라북도장수군장수읍장수리,4574025000,전라북도,장수군,장수읍,4574025021,장수리,19880423,전라북도장수군장수읍,7327.0,2.05,3628.0,3699.0,0.98,7327.0,524.0,738.0,642.0,646.0,1004.0,1138.0,1218.0,833.0,514.0,68.0,2.0,3628.0,3628.0,278.0,350.0,354.0,320.0,546.0,635.0,595.0,355.0,182.0,12.0,1.0,3699.0,3699.0,246.0,388.0,288.0,326.0,458.0,503.0,623.0,478.0,332.0,56.0,1.0
44770-100188656,휴먼시아아파트,0.0,545.655,6958.306,6958.306,0.0,89.0,0.0,충청남도 서천군 장항읍 장항로 285,충청남도 서천군 장항읍 원수리 907,충청남도서천군장항읍원수리,4477025000,충청남도,서천군,장항읍,4477025030,원수리,19881001,충청남도서천군장항읍,11079.0,1.93,5550.0,5529.0,1.0,11079.0,525.0,849.0,1051.0,870.0,1477.0,1924.0,2038.0,1463.0,773.0,103.0,6.0,5550.0,5550.0,262.0,441.0,590.0,461.0,779.0,1092.0,979.0,629.0,292.0,25.0,0.0,5529.0,5529.0,263.0,408.0,461.0,409.0,698.0,832.0,1059.0,834.0,481.0,78.0,6.0
,,,,,,,,,전라북도 전주시 완산구 호암로 87,전라북도 전주시 완산구 효자동2가 1316-1,전라북도전주시완산구효자동2가,4511171300,전라북도,전주시 완산구,효자3동,4511114100,효자동2가,19920416,전라북도전주시완산구효자3동,14775.0,2.48,6942.0,7833.0,0.89,14775.0,952.0,1502.0,2057.0,1616.0,2091.0,2504.0,2193.0,1215.0,546.0,96.0,3.0,6942.0,6942.0,517.0,752.0,1079.0,809.0,964.0,1056.0,996.0,537.0,210.0,22.0,0.0,7833.0,7833.0,435.0,750.0,978.0,807.0,1127.0,1448.0,1197.0,678.0,336.0,74.0,3.0
,,,,,,,,,전라북도 전주시 완산구 호암로 87,전라북도 전주시 완산구 효자동2가 1316-1,전라북도전주시완산구효자동2가,4511171400,전라북도,전주시 완산구,효자4동,4511114100,효자동2가,19960901,전라북도전주시완산구효자4동,39621.0,2.45,19280.0,20341.0,0.95,39621.0,4325.0,5005.0,6191.0,5277.0,6942.0,6138.0,3617.0,1415.0,578.0,130.0,3.0,19280.0,19280.0,2227.0,2633.0,3128.0,2501.0,3277.0,2907.0,1748.0,655.0,179.0,24.0,1.0,20341.0,20341.0,2098.0,2372.0,3063.0,2776.0,3665.0,3231.0,1869.0,760.0,399.0,106.0,2.0
,,,,,,,,,전라북도 전주시 완산구 호암로 87,전라북도 전주시 완산구 효자동2가 1316-1,전라북도전주시완산구효자동2가,4511173000,전라북도,전주시 완산구,효자5동,4511114100,효자동2가,20180701,전라북도전주시완산구효자5동,36836.0,2.1,18432.0,18404.0,1.0,36836.0,2907.0,4551.0,7366.0,5999.0,6798.0,5683.0,2119.0,924.0,426.0,57.0,6.0,18432.0,18432.0,1480.0,2357.0,3663.0,3122.0,3169.0,3002.0,1064.0,404.0,165.0,4.0,2.0,18404.0,18404.0,1427.0,2194.0,3703.0,2877.0,3629.0,2681.0,1055.0,520.0,261.0,53.0,4.0
,,,,,,,,,전라북도 전주시 완산구 호암로 88,전라북도 전주시 완산구 효자동2가 1320-1,전라북도전주시완산구효자동2가,4511171300,전라북도,전주시 완산구,효자3동,4511114100,효자동2가,19920416,전라북도전주시완산구효자3동,14775.0,2.48,6942.0,7833.0,0.89,14775.0,952.0,1502.0,2057.0,1616.0,2091.0,2504.0,2193.0,1215.0,546.0,96.0,3.0,6942.0,6942.0,517.0,752.0,1079.0,809.0,964.0,1056.0,996.0,537.0,210.0,22.0,0.0,7833.0,7833.0,435.0,750.0,978.0,807.0,1127.0,1448.0,1197.0,678.0,336.0,74.0,3.0
,,,,,,,,,전라북도 전주시 완산구 호암로 88,전라북도 전주시 완산구 효자동2가 1320-1,전라북도전주시완산구효자동2가,4511171400,전라북도,전주시 완산구,효자4동,4511114100,효자동2가,19960901,전라북도전주시완산구효자4동,39621.0,2.45,19280.0,20341.0,0.95,39621.0,4325.0,5005.0,6191.0,5277.0,6942.0,6138.0,3617.0,1415.0,578.0,130.0,3.0,19280.0,19280.0,2227.0,2633.0,3128.0,2501.0,3277.0,2907.0,1748.0,655.0,179.0,24.0,1.0,20341.0,20341.0,2098.0,2372.0,3063.0,2776.0,3665.0,3231.0,1869.0,760.0,399.0,106.0,2.0
,,,,,,,,,전라북도 전주시 완산구 호암로 88,전라북도 전주시 완산구 효자동2가 1320-1,전라북도전주시완산구효자동2가,4511173000,전라북도,전주시 완산구,효자5동,4511114100,효자동2가,20180701,전라북도전주시완산구효자5동,36836.0,2.1,18432.0,18404.0,1.0,36836.0,2907.0,4551.0,7366.0,5999.0,6798.0,5683.0,2119.0,924.0,426.0,57.0,6.0,18432.0,18432.0,1480.0,2357.0,3663.0,3122.0,3169.0,3002.0,1064.0,404.0,165.0,4.0,2.0,18404.0,18404.0,1427.0,2194.0,3703.0,2877.0,3629.0,2681.0,1055.0,520.0,261.0,53.0,4.0
50110-82068,정든마을3단지,0.0,0.0,1843.77,0.0,0.0,0.0,0.0,제주특별자치도 제주시 정존11길 68,제주특별자치도 제주시 노형동 2582-2,제주특별자치도제주시노형동,5011066000,제주특별자치도,제주시,노형동,5011012200,노형동,20060701,제주특별자치도제주시노형동,55385.0,2.4,27144.0,28241.0,0.96,55385.0,5122.0,7340.0,8478.0,6875.0,9744.0,9748.0,4878.0,2090.0,940.0,165.0,5.0,27144.0,27144.0,2669.0,3875.0,4429.0,3333.0,4451.0,4776.0,2325.0,939.0,325.0,22.0,0.0,28241.0,28241.0,2453.0,3465.0,4049.0,3542.0,5293.0,4972.0,2553.0,1151.0,615.0,143.0,5.0
42770-3179,고한주공아파트,0.0,0.0,237.81,0.0,0.0,0.0,0.0,강원도 정선군 고한읍 고한10길 30,강원도 정선군 고한읍 고한리 65-10,강원도정선군고한읍고한리,4277025300,강원도,정선군,고한읍,4277025321,고한리,19880423,강원도정선군고한읍,4430.0,1.59,2323.0,2107.0,1.1,4430.0,271.0,234.0,321.0,675.0,683.0,728.0,831.0,499.0,171.0,17.0,0.0,2323.0,2323.0,139.0,104.0,173.0,394.0,424.0,407.0,394.0,225.0,60.0,3.0,0.0,2107.0,2107.0,132.0,130.0,148.0,281.0,259.0,321.0,437.0,274.0,111.0,14.0,0.0
42770-6145,봉양주공1차아파트,0.0,8.843,8.843,8.843,0.0,0.0,0.0,강원도 정선군 정선읍 녹송로 23-34,강원도 정선군 정선읍 봉양리 89-1,강원도정선군정선읍봉양리,4277025000,강원도,정선군,정선읍,4277025021,봉양리,19880423,강원도정선군정선읍,10514.0,2.03,5391.0,5123.0,1.05,10514.0,621.0,972.0,967.0,900.0,1611.0,1875.0,1838.0,1086.0,542.0,98.0,4.0,5391.0,5391.0,328.0,512.0,570.0,461.0,848.0,1014.0,978.0,481.0,181.0,17.0,1.0,5123.0,5123.0,293.0,460.0,397.0,439.0,763.0,861.0,860.0,605.0,361.0,81.0,3.0
45180-6492,농소주공아파트,0.0,14.972999999999999,9.0,9.0,0.0,0.0,0.0,전라북도 정읍시 서부산업도로 409,전라북도 정읍시 농소동 1520,전라북도정읍시농소동,4518058000,전라북도,정읍시,농소동,4518010600,농소동,19950101,전라북도정읍시농소동,4101.0,1.9,1974.0,2127.0,0.93,4101.0,183.0,310.0,410.0,301.0,473.0,776.0,766.0,507.0,331.0,38.0,6.0,1974.0,1974.0,87.0,164.0,228.0,153.0,249.0,404.0,367.0,209.0,100.0,11.0,2.0,2127.0,2127.0,96.0,146.0,182.0,148.0,224.0,372.0,399.0,298.0,231.0,27.0,4.0
45180-4427,정읍신태인주공아파트,0.0,14.972999999999999,9.0,9.0,0.0,0.0,0.0,전라북도 정읍시 신태인읍 호남철로 32-13,전라북도 정읍시 신태인읍 신태인리 736-1,전라북도정읍시신태인읍신태인리,4518025000,전라북도,정읍시,신태인읍,4518025021,신태인리,19950101,전라북도정읍시신태인읍,5431.0,1.83,2672.0,2759.0,0.97,5431.0,238.0,361.0,371.0,359.0,606.0,875.0,1028.0,933.0,579.0,77.0,4.0,2672.0,2672.0,114.0,221.0,208.0,208.0,351.0,475.0,513.0,390.0,170.0,22.0,0.0,2759.0,2759.0,124.0,140.0,163.0,151.0,255.0,400.0,515.0,543.0,409.0,55.0,4.0
50110-14940,도련주공아파트,0.0,14.972999999999999,9.0,9.0,0.0,0.0,0.0,제주특별자치도 제주시 도련2길 14,제주특별자치도 제주시 도련일동 1618,제주특별자치도제주시도련일동,5011061000,제주특별자치도,제주시,삼양동,5011013000,도련일동,20060701,제주특별자치도제주시삼양동,25797.0,2.63,12947.0,12850.0,1.01,25797.0,3607.0,3200.0,2854.0,3807.0,4846.0,3466.0,2252.0,1097.0,553.0,114.0,1.0,12947.0,12947.0,1844.0,1705.0,1513.0,1883.0,2457.0,1744.0,1091.0,494.0,198.0,18.0,0.0,12850.0,12850.0,1763.0,1495.0,1341.0,1924.0,2389.0,1722.0,1161.0,603.0,355.0,96.0,1.0
50110-16505, ,0.0,10.44,10.44,10.44,0.0,0.0,0.0,제주특별자치도 제주시 한림읍 대림4길 20,제주특별자치도 제주시 한림읍 대림리 1885,제주특별자치도제주시한림읍대림리,5011025000,제주특별자치도,제주시,한림읍,5011025023,대림리,20060701,제주특별자치도제주시한림읍,21232.0,2.01,10891.0,10341.0,1.05,21232.0,1493.0,1776.0,2056.0,2096.0,3456.0,3892.0,3129.0,1945.0,1184.0,191.0,14.0,10891.0,10891.0,748.0,982.0,1159.0,1084.0,1866.0,2178.0,1617.0,858.0,361.0,36.0,2.0,10341.0,10341.0,745.0,794.0,897.0,1012.0,1590.0,1714.0,1512.0,1087.0,823.0,155.0,12.0
43150-100183487,제천강저휴먼시아1단지,0.0,683.758,8180.955,8180.955,0.0,138.0,0.0,충청북도 제천시 청풍호로7길 20,충청북도 제천시 영천동 2227,충청북도제천시영천동,4315054700,충청북도,제천시,영서동,4315011000,영천동,20110101,충청북도제천시영서동,10247.0,2.07,5137.0,5110.0,1.01,10247.0,778.0,902.0,1054.0,1103.0,1446.0,1730.0,1697.0,983.0,482.0,57.0,15.0,5137.0,5137.0,413.0,476.0,595.0,550.0,773.0,875.0,822.0,432.0,181.0,13.0,7.0,5110.0,5110.0,365.0,426.0,459.0,553.0,673.0,855.0,875.0,551.0,301.0,44.0,8.0
43150-15435,제천장락3주공아파트,0.0,362.0,687.752,473.73199999999997,0.0,0.0,0.0,충청북도 제천시 장락로 130,충청북도 제천시 장락동 1040,충청북도제천시장락동,4315051000,충청북도,제천시,교동,4315011600,장락동,19880423,충청북도제천시교동,18673.0,2.41,9193.0,9480.0,0.97,18673.0,1518.0,2290.0,2289.0,1904.0,3208.0,3437.0,2390.0,1083.0,498.0,51.0,5.0,9193.0,9193.0,772.0,1164.0,1225.0,953.0,1534.0,1712.0,1194.0,454.0,176.0,9.0,0.0,9480.0,9480.0,746.0,1126.0,1064.0,951.0,1674.0,1725.0,1196.0,629.0,322.0,42.0,5.0
27710-100177823,죽곡휴먼시아1단지,0.0,376.464,6544.83,6528.09,0.0,84.0,0.0,대구광역시 달성군 다사읍 대실역북로1길 6,대구광역시 달성군 다사읍 매곡리 1539,대구광역시달성군다사읍매곡리,2771025600,대구광역시,달성군,다사읍,2771025628,매곡리,19971101,대구광역시달성군다사읍,50426.0,2.65,24914.0,25512.0,0.98,50426.0,5750.0,5974.0,5522.0,6940.0,9595.0,7820.0,5462.0,2378.0,874.0,110.0,1.0,24914.0,24914.0,2900.0,3113.0,2930.0,3421.0,4741.0,3718.0,2606.0,1155.0,312.0,18.0,0.0,25512.0,25512.0,2850.0,2861.0,2592.0,3519.0,4854.0,4102.0,2856.0,1223.0,562.0,92.0,1.0
43745-100175884,증평송산휴먼시아2단지,0.0,407.52,4971.3,4971.3,0.0,90.0,0.0,충청북도 증평군 증평읍 송산로 53,충청북도 증평군 증평읍 송산리 717,충청북도증평군증평읍송산리,4374525000,충청북도,증평군,증평읍,4374525032,송산리,20030830,충청북도증평군증평읍,34641.0,2.08,18042.0,16599.0,1.09,34641.0,3017.0,3271.0,4330.0,4414.0,5345.0,5667.0,4757.0,2384.0,1305.0,147.0,4.0,18042.0,18042.0,1562.0,1716.0,2542.0,2440.0,2877.0,2985.0,2371.0,1066.0,445.0,36.0,2.0,16599.0,16599.0,1455.0,1555.0,1788.0,1974.0,2468.0,2682.0,2386.0,1318.0,860.0,111.0,2.0
43745-100172205,장동주공아파트,0.0,552.851,6883.013000000001,6868.564,0.0,97.0,0.0,충청북도 증평군 증평읍 증평로 31-11,충청북도 증평군 증평읍 장동리 925,충청북도증평군증평읍장동리,4374525000,충청북도,증평군,증평읍,4374525027,장동리,20030830,충청북도증평군증평읍,34641.0,2.08,18042.0,16599.0,1.09,34641.0,3017.0,3271.0,4330.0,4414.0,5345.0,5667.0,4757.0,2384.0,1305.0,147.0,4.0,18042.0,18042.0,1562.0,1716.0,2542.0,2440.0,2877.0,2985.0,2371.0,1066.0,445.0,36.0,2.0,16599.0,16599.0,1455.0,1555.0,1788.0,1974.0,2468.0,2682.0,2386.0,1318.0,860.0,111.0,2.0
48170-38353,가좌3주공아파트,0.0,14.972999999999999,9.0,9.0,0.0,0.0,0.0,경상남도 진주시 진주대로568번길 12,경상남도 진주시 가좌동 464,경상남도진주시가좌동,4817074000,경상남도,진주시,가호동,4817013100,가좌동,19880423,경상남도진주시가호동,27253.0,2.05,13770.0,13483.0,1.02,27253.0,2371.0,2566.0,5406.0,4192.0,4095.0,3972.0,2823.0,1256.0,502.0,70.0,0.0,13770.0,13770.0,1267.0,1327.0,3070.0,2251.0,1985.0,1903.0,1304.0,509.0,145.0,9.0,0.0,13483.0,13483.0,1104.0,1239.0,2336.0,1941.0,2110.0,2069.0,1519.0,747.0,357.0,61.0,0.0
48129-2000017418,자은3주공아파트,0.0,19.95,13.977,13.977,0.0,0.0,0.0,경상남도 창원시 진해구 진해대로975번길 23,경상남도 창원시 진해구 자은동 760-1,경상남도창원시진해구자은동,4812959000,경상남도,창원시 진해구,이동,4812914200,자은동,20100701,경상남도창원시진해구이동,8593.0,1.84,4549.0,4044.0,1.12,8593.0,345.0,528.0,1079.0,969.0,1299.0,1509.0,1681.0,818.0,321.0,43.0,1.0,4549.0,4549.0,185.0,297.0,646.0,598.0,763.0,764.0,797.0,385.0,110.0,4.0,0.0,4044.0,4044.0,160.0,231.0,433.0,371.0,536.0,745.0,884.0,433.0,211.0,39.0,1.0
48129-2000017418,자은3주공아파트,0.0,19.95,13.977,13.977,0.0,0.0,0.0,경상남도 창원시 진해구 진해대로975번길 23,경상남도 창원시 진해구 자은동 760-1,경상남도창원시진해구자은동,4812960000,경상남도,창원시 진해구,자은동,4812914200,자은동,20100701,경상남도창원시진해구자은동,21409.0,2.43,10691.0,10718.0,1.0,21409.0,2347.0,2261.0,2280.0,3138.0,3779.0,3437.0,2654.0,1015.0,446.0,51.0,1.0,10691.0,10691.0,1192.0,1169.0,1242.0,1589.0,1917.0,1664.0,1318.0,455.0,133.0,12.0,0.0,10718.0,10718.0,1155.0,1092.0,1038.0,1549.0,1862.0,1773.0,1336.0,560.0,313.0,39.0,1.0
48129-2000017418,자은3주공아파트,0.0,19.95,13.977,13.977,0.0,0.0,0.0,경상남도 창원시 진해구 진해대로975번길 23,경상남도 창원시 진해구 자은동 760-1,경상남도창원시진해구자은동,4812961000,경상남도,창원시 진해구,덕산동,4812914200,자은동,20100701,경상남도창원시진해구덕산동,10167.0,2.44,4995.0,5172.0,0.97,10167.0,1040.0,1199.0,1167.0,1274.0,1724.0,1417.0,1322.0,680.0,315.0,28.0,1.0,4995.0,4995.0,547.0,628.0,655.0,644.0,848.0,702.0,593.0,276.0,96.0,6.0,0.0,5172.0,5172.0,493.0,571.0,512.0,630.0,876.0,715.0,729.0,404.0,219.0,22.0,1.0
