관리건축물대장PK,건물명,대지면적,건축면적,연면적,용적률산정연면적,용적률,세대수,가구수,도로명주소,지번주소,juso,행정동코드,시도명,시군구명,읍면동명,법정동코드,동리명,생성일자,행정기관,총인구수,세대당_인구,남자_인구수,여자_인구수,남여_비율,총연령구간인구수,총0~9세,총10~19세,총20~29세,총30~39세,총40~49세,총50~59세,총60~69세,총70~79세,총80~89세,총90~99세,총100세이상,남 인구수,남연령구간인구수,남0~9세,남10~19세,남20~29세,남30~39세,남40~49세,남50~59세,남60~69세,남70~79세,남80~89세,남90~99세,남100세 이상,여_인구수,여연령구간인구수,여0~9세,여10~19세,여20~29세,여30~39세,여40~49세,여50~59세,여60~69세,여70~79세,여80~89세,여90~99세,여100세 이상
41465-182954,도담마을,0.0,484.792,6417.44,6376.316,0.0,102.0,0.0,경기도 용인시 수지구 죽전로27번길 60,경기도 용인시 수지구 죽전동 1279,경기도용인시수지구죽전동,4146554000,경기도,용인시 수지구,죽전1동,4146510200,죽전동,20051031,경기도용인시수지구죽전1동,56712.0,2.66,27340.0,29372.0,0.93,56712.0,4804.0,6934.0,7969.0,6891.0,10647.0,8921.0,5365.0,3364.0,1595.0,213.0,9.0,27340.0,27340.0,2425.0,3494.0,3938.0,3247.0,5067.0,4422.0,2526.0,1459.0,693.0,68.0,1.0,29372.0,29372.0,2379.0,3440.0,4031.0,3644.0,5580.0,4499.0,2839.0,1905.0,902.0,145.0,8.0
41465-182954,도담마을,0.0,484.792,6417.44,6376.316,0.0,102.0,0.0,경기도 용인시 수지구 죽전로27번길 60,경기도 용인시 수지구 죽전동 1279,경기도용인시수지구죽전동,4146555000,경기도,용인시 수지구,죽전2동,4146510200,죽전동,20051031,경기도용인시수지구죽전2동,18356.0,2.44,9093.0,9263.0,0.98,18356.0,1472.0,1566.0,2758.0,3214.0,3011.0,2873.0,1827.0,1042.0,498.0,92.0,3.0,9093.0,9093.0,769.0,809.0,1409.0,1642.0,1485.0,1399.0,870.0,477.0,201.0,32.0,0.0,9263.0,9263.0,703.0,757.0,1349.0,1572.0,1526.0,1474.0,957.0,565.0,297.0,60.0,3.0
41463-100196110,휴먼시아 흥덕마을,0.0,527.363,7011.045999999999,6996.255,0.0,90.0,0.0,경기도 용인시 기흥구 흥덕1로79번길 7,경기도 용인시 기흥구 영덕동 980,경기도용인시기흥구영덕동,4146351600,경기도,용인시 기흥구,영덕1동,4146311100,영덕동,20200120,경기도용인시기흥구영덕1동,30571.0,2.62,15183.0,15388.0,0.99,30571.0,3357.0,3581.0,3825.0,4539.0,5934.0,4931.0,2688.0,1163.0,465.0,85.0,3.0,15183.0,15183.0,1700.0,1848.0,1992.0,2245.0,2930.0,2496.0,1264.0,535.0,159.0,13.0,1.0,15388.0,15388.0,1657.0,1733.0,1833.0,2294.0,3004.0,2435.0,1424.0,628.0,306.0,72.0,2.0
41463-100196110,휴먼시아 흥덕마을,0.0,527.363,7011.045999999999,6996.255,0.0,90.0,0.0,경기도 용인시 기흥구 흥덕1로79번길 7,경기도 용인시 기흥구 영덕동 980,경기도용인시기흥구영덕동,4146351700,경기도,용인시 기흥구,영덕2동,4146311100,영덕동,20200120,경기도용인시기흥구영덕2동,17558.0,2.45,8703.0,8855.0,0.98,17558.0,1839.0,1237.0,2467.0,3164.0,2723.0,2807.0,1785.0,758.0,609.0,165.0,4.0,8703.0,8703.0,946.0,631.0,1305.0,1594.0,1373.0,1334.0,860.0,376.0,222.0,61.0,1.0,8855.0,8855.0,893.0,606.0,1162.0,1570.0,1350.0,1473.0,925.0,382.0,387.0,104.0,3.0
31710-19413,구영1주공아파트,0.0,0.0,2237.72,0.0,0.0,0.0,0.0,울산광역시 울주군 범서읍 대리로 43,울산광역시 울주군 범서읍 구영리 212,울산광역시울주군범서읍구영리,3171025900,울산광역시,울주군,범서읍,3171025927,구영리,20010301,울산광역시울주군범서읍,70033.0,2.8,35259.0,34774.0,1.01,70033.0,6361.0,9793.0,9208.0,7435.0,13381.0,13010.0,6957.0,2626.0,1119.0,142.0,1.0,35259.0,35259.0,3268.0,5118.0,5139.0,3602.0,6209.0,6680.0,3623.0,1235.0,360.0,25.0,0.0,34774.0,34774.0,3093.0,4675.0,4069.0,3833.0,7172.0,6330.0,3334.0,1391.0,759.0,117.0,1.0
27140-100190335,율하 휴먼시아10단지,0.0,10.44,10.44,10.44,0.0,0.0,0.0,대구광역시 동구 율하동로8길 16,대구광역시 동구 율하동 1621,대구광역시동구율하동,2714072000,대구광역시,동구,안심1동,2714011800,율하동,19950101,대구광역시동구안심1동,43034.0,2.14,21093.0,21941.0,0.96,43034.0,3610.0,3691.0,5167.0,5546.0,6716.0,6919.0,6457.0,3259.0,1479.0,185.0,5.0,21093.0,21093.0,1885.0,1946.0,2738.0,2854.0,3426.0,3373.0,2964.0,1413.0,462.0,31.0,1.0,21941.0,21941.0,1725.0,1745.0,2429.0,2692.0,3290.0,3546.0,3493.0,1846.0,1017.0,154.0,4.0
27140-100177230,율하휴먼시아5단지,0.0,10.44,10.44,10.44,0.0,0.0,0.0,대구광역시 동구 율하서로 59,대구광역시 동구 율하동 1302,대구광역시동구율하동,2714072000,대구광역시,동구,안심1동,2714011800,율하동,19950101,대구광역시동구안심1동,43034.0,2.14,21093.0,21941.0,0.96,43034.0,3610.0,3691.0,5167.0,5546.0,6716.0,6919.0,6457.0,3259.0,1479.0,185.0,5.0,21093.0,21093.0,1885.0,1946.0,2738.0,2854.0,3426.0,3373.0,2964.0,1413.0,462.0,31.0,1.0,21941.0,21941.0,1725.0,1745.0,2429.0,2692.0,3290.0,3546.0,3493.0,1846.0,1017.0,154.0,4.0
48250-102023596,율현마을 주공13단지아파트,0.0,515.496,9058.122,8994.865,0.0,118.0,0.0,경상남도 김해시 율하2로 164,경상남도 김해시 율하동 1403,경상남도김해시율하동,4825063000,경상남도,김해시,장유3동,4825013100,율하동,20130701,경상남도김해시장유3동,72820.0,2.77,36134.0,36686.0,0.98,72820.0,10592.0,11065.0,6705.0,11765.0,16838.0,8621.0,4542.0,1938.0,663.0,89.0,2.0,36134.0,36134.0,5333.0,5680.0,3488.0,5606.0,8267.0,4567.0,2105.0,875.0,196.0,17.0,0.0,36686.0,36686.0,5259.0,5385.0,3217.0,6159.0,8571.0,4054.0,2437.0,1063.0,467.0,72.0,2.0
43770-19783,음성대소주공아파트,0.0,8.843,8.843,8.843,0.0,0.0,0.0,충청북도 음성군 대소면 오태로 115-12,충청북도 음성군 대소면 오산리 155,충청북도음성군대소면오산리,4377034000,충청북도,음성군,대소면,4377034021,오산리,19880423,충청북도음성군대소면,15692.0,2.01,8566.0,7126.0,1.2,15692.0,1060.0,1511.0,1788.0,1660.0,2786.0,3241.0,2148.0,905.0,521.0,72.0,0.0,8566.0,8566.0,550.0,792.0,1069.0,965.0,1535.0,1864.0,1175.0,425.0,171.0,20.0,0.0,7126.0,7126.0,510.0,719.0,719.0,695.0,1251.0,1377.0,973.0,480.0,350.0,52.0,0.0
41430-6220,휴먼시아 청계마을,0.0,225.22400000000002,225.22400000000002,225.22400000000002,0.0,0.0,0.0,경기도 의왕시 청계1로 10,경기도 의왕시 청계동 971,경기도의왕시청계동,4143056000,경기도,의왕시,청계동,4143010800,청계동,19890101,경기도의왕시청계동,37180.0,2.49,18293.0,18887.0,0.97,37180.0,3273.0,3067.0,5161.0,5332.0,5595.0,6885.0,5017.0,1839.0,848.0,156.0,7.0,18293.0,18293.0,1721.0,1506.0,2701.0,2711.0,2724.0,3256.0,2472.0,893.0,270.0,38.0,1.0,18887.0,18887.0,1552.0,1561.0,2460.0,2621.0,2871.0,3629.0,2545.0,946.0,578.0,118.0,6.0
45140-100181367,동산여울휴먼시아,0.0,0.0,569.38,0.0,0.0,0.0,0.0,전라북도 익산시 동천로1길 7,전라북도 익산시 동산동 1140,전라북도익산시동산동,4514057000,전라북도,익산시,동산동,4514011100,동산동,19950510,전라북도익산시동산동,22529.0,2.18,11075.0,11454.0,0.97,22529.0,1604.0,2181.0,2466.0,2376.0,3410.0,3997.0,3571.0,1937.0,876.0,105.0,6.0,11075.0,11075.0,788.0,1146.0,1350.0,1241.0,1774.0,1988.0,1689.0,808.0,269.0,22.0,0.0,11454.0,11454.0,816.0,1035.0,1116.0,1135.0,1636.0,2009.0,1882.0,1129.0,607.0,83.0,6.0
43150-15442,제천장락4주공아파트,0.0,774.2360000000001,9483.186,9445.304,0.0,164.0,164.0,충청북도 제천시 내토로59길 7,충청북도 제천시 장락동 1043,충청북도제천시장락동,4315051000,충청북도,제천시,교동,4315011600,장락동,19880423,충청북도제천시교동,18673.0,2.41,9193.0,9480.0,0.97,18673.0,1518.0,2290.0,2289.0,1904.0,3208.0,3437.0,2390.0,1083.0,498.0,51.0,5.0,9193.0,9193.0,772.0,1164.0,1225.0,953.0,1534.0,1712.0,1194.0,454.0,176.0,9.0,0.0,9480.0,9480.0,746.0,1126.0,1064.0,951.0,1674.0,1725.0,1196.0,629.0,322.0,42.0,5.0
43750-11431,진천덕산주공아파트,0.0,10.12,194.88,0.0,0.0,0.0,0.0,충청북도 진천군 덕산읍 용몽1길 11,충청북도 진천군 덕산읍 용몽리 1052,충청북도진천군덕산읍용몽리,4375025300,충청북도,진천군,덕산읍,4375025330,용몽리,20190701,충청북도진천군덕산읍,29314.0,2.26,15483.0,13831.0,1.12,29314.0,4345.0,3115.0,3107.0,6164.0,5493.0,3443.0,2180.0,855.0,539.0,70.0,3.0,15483.0,15483.0,2233.0,1580.0,1726.0,3335.0,3037.0,1866.0,1106.0,388.0,195.0,17.0,0.0,13831.0,13831.0,2112.0,1535.0,1381.0,2829.0,2456.0,1577.0,1074.0,467.0,344.0,53.0,3.0
43750-3717,진천신정주공아파트,0.0,14.972999999999999,9.0,9.0,0.0,0.0,0.0,충청북도 진천군 진천읍 문화2길 14,충청북도 진천군 진천읍 신정리 824,충청북도진천군진천읍신정리,4375025000,충청북도,진천군,진천읍,4375025022,신정리,19880423,충청북도진천군진천읍,30130.0,2.11,15490.0,14640.0,1.06,30130.0,2138.0,3334.0,3916.0,3109.0,4908.0,5328.0,3956.0,2092.0,1191.0,156.0,2.0,15490.0,15490.0,1124.0,1716.0,2243.0,1671.0,2563.0,2867.0,1925.0,940.0,408.0,32.0,1.0,14640.0,14640.0,1014.0,1618.0,1673.0,1438.0,2345.0,2461.0,2031.0,1152.0,783.0,124.0,1.0
47820-100188813,범곡휴먼시아,0.0,392.02,3399.58,3399.58,0.0,44.0,0.0,경상북도 청도군 화양읍 범곡길 3-11,경상북도 청도군 화양읍 범곡리 422,경상북도청도군화양읍범곡리,4782025000,경상북도,청도군,화양읍,4782025027,범곡리,19881001,경상북도청도군화양읍,7185.0,2.12,3520.0,3665.0,0.96,7185.0,454.0,663.0,598.0,614.0,1006.0,1185.0,1309.0,797.0,486.0,72.0,1.0,3520.0,3520.0,240.0,333.0,351.0,296.0,520.0,614.0,644.0,350.0,157.0,15.0,0.0,3665.0,3665.0,214.0,330.0,247.0,318.0,486.0,571.0,665.0,447.0,329.0,57.0,1.0
42110-21227,퇴계7단지주공아파트,0.0,14.972999999999999,9.0,9.0,0.0,0.0,0.0,강원도 춘천시 승지골길16번길 14,강원도 춘천시 퇴계동 1025,강원도춘천시퇴계동,4211066000,강원도,춘천시,퇴계동,4211012300,퇴계동,19880423,강원도춘천시퇴계동,49745.0,2.5,23975.0,25770.0,0.93,49745.0,4354.0,5850.0,6414.0,6181.0,8357.0,8369.0,5902.0,2557.0,1525.0,232.0,4.0,23975.0,23975.0,2229.0,3021.0,3356.0,2997.0,3872.0,4020.0,2791.0,1086.0,543.0,59.0,1.0,25770.0,25770.0,2125.0,2829.0,3058.0,3184.0,4485.0,4349.0,3111.0,1471.0,982.0,173.0,3.0
41220-13226,반지마을주공아파트,0.0,0.0,5231.081,0.0,0.0,0.0,0.0,경기도 평택시 이충로 38,경기도 평택시 이충동 688,경기도평택시이충동,4122051000,경기도,평택시,중앙동,4122010900,이충동,19950510,경기도평택시중앙동,44218.0,2.2,22783.0,21435.0,1.06,44218.0,2829.0,4819.0,7302.0,5408.0,7508.0,8186.0,4708.0,2229.0,1095.0,131.0,3.0,22783.0,22783.0,1408.0,2487.0,4103.0,3089.0,3832.0,4196.0,2322.0,951.0,364.0,31.0,0.0,21435.0,21435.0,1421.0,2332.0,3199.0,2319.0,3676.0,3990.0,2386.0,1278.0,731.0,100.0,3.0
47170-100190789,송현휴먼시아3단지,0.0,434.306,5451.773,5398.356,0.0,84.0,0.0,경상북도 안동시 송현길 16,경상북도 안동시 송현동 1145,경상북도안동시송현동,4717066000,경상북도,안동시,송하동,4717013600,송현동,19880423,경상북도안동시송하동,16142.0,2.29,7836.0,8306.0,0.94,16142.0,1505.0,1732.0,1944.0,2072.0,2589.0,2722.0,2108.0,888.0,497.0,82.0,3.0,7836.0,7836.0,808.0,885.0,1034.0,1040.0,1256.0,1277.0,1022.0,360.0,142.0,12.0,0.0,8306.0,8306.0,697.0,847.0,910.0,1032.0,1333.0,1445.0,1086.0,528.0,355.0,70.0,3.0
41820-100188947,휴먼시아,0.0,720.37,5558.64,5490.71,0.0,95.0,0.0,경기도 가평군 가평읍 가화로 164,경기도 가평군 가평읍 읍내리 234,경기도가평군가평읍읍내리,4182025000,경기도,가평군,가평읍,4182025021,읍내리,19880423,경기도가평군가평읍,19432.0,2.07,9888.0,9544.0,1.04,19432.0,1116.0,1657.0,2206.0,1845.0,2635.0,3359.0,3439.0,1907.0,1105.0,147.0,16.0,9888.0,9888.0,568.0,897.0,1216.0,968.0,1416.0,1777.0,1726.0,868.0,406.0,42.0,4.0,9544.0,9544.0,548.0,760.0,990.0,877.0,1219.0,1582.0,1713.0,1039.0,699.0,105.0,12.0
43112-100207671,성화 휴먼시아5단지,0.0,0.0,2013.592,0.0,0.0,0.0,0.0,충청북도 청주시 서원구 성봉로 93,충청북도 청주시 서원구 성화동 897,충청북도청주시서원구성화동,4311259000,충청북도,청주시 서원구,성화.개신.죽림동,4311210800,성화동,20140701,충청북도청주시서원구성화.개신.죽림동,43620.0,2.24,21448.0,22172.0,0.97,43620.0,3492.0,5057.0,6639.0,5529.0,7615.0,7062.0,5164.0,2032.0,886.0,136.0,8.0,21448.0,21448.0,1814.0,2651.0,3530.0,2774.0,3683.0,3370.0,2367.0,914.0,316.0,25.0,4.0,22172.0,22172.0,1678.0,2406.0,3109.0,2755.0,3932.0,3692.0,2797.0,1118.0,570.0,111.0,4.0
,,,,,,,,,전라북도 익산시 선화로1길 25-14,전라북도 익산시 모현동2가 674,전라북도익산시모현동2가,4514061000,전라북도,익산시,모현동,4514011500,모현동2가,19950510,전라북도익산시모현동,38365.0,2.45,18547.0,19818.0,0.94,38365.0,3550.0,4326.0,4614.0,4350.0,6231.0,6203.0,5058.0,2617.0,1224.0,186.0,6.0,18547.0,18547.0,1843.0,2131.0,2387.0,2106.0,3074.0,2950.0,2430.0,1160.0,414.0,51.0,1.0,19818.0,19818.0,1707.0,2195.0,2227.0,2244.0,3157.0,3253.0,2628.0,1457.0,810.0,135.0,5.0
48330-100204127,평산휴먼시아,0.0,388.84,4715.37,4649.85,0.0,60.0,0.0,경상남도 양산시 배움터길 11,경상남도 양산시 평산동 347,경상남도양산시평산동,4833056000,경상남도,양산시,평산동,4833011900,평산동,20070401,경상남도양산시평산동,30622.0,2.33,14912.0,15710.0,0.95,30622.0,2360.0,3160.0,3181.0,3023.0,5361.0,5161.0,4248.0,2753.0,1258.0,114.0,3.0,14912.0,14912.0,1210.0,1619.0,1730.0,1504.0,2718.0,2603.0,1872.0,1151.0,474.0,30.0,1.0,15710.0,15710.0,1150.0,1541.0,1451.0,1519.0,2643.0,2558.0,2376.0,1602.0,784.0,84.0,2.0
41430-100183409,포일 숲속마을 휴먼시아,0.0,551.423,5282.353,5282.353,0.0,84.0,0.0,경기도 의왕시 포일세거리로 23,경기도 의왕시 포일동 658,경기도의왕시포일동,4143054000,경기도,의왕시,내손1동,4143010900,포일동,19890101,경기도의왕시내손1동,20935.0,2.54,10283.0,10652.0,0.97,20935.0,1489.0,2002.0,3243.0,2380.0,3111.0,4127.0,2847.0,1053.0,569.0,109.0,5.0,10283.0,10283.0,775.0,1060.0,1682.0,1178.0,1476.0,1973.0,1438.0,488.0,191.0,22.0,0.0,10652.0,10652.0,714.0,942.0,1561.0,1202.0,1635.0,2154.0,1409.0,565.0,378.0,87.0,5.0
41430-100183409,포일 숲속마을 휴먼시아,0.0,551.423,5282.353,5282.353,0.0,84.0,0.0,경기도 의왕시 포일세거리로 23,경기도 의왕시 포일동 658,경기도의왕시포일동,4143055000,경기도,의왕시,내손2동,4143010900,포일동,20080630,경기도의왕시내손2동,22969.0,2.77,11305.0,11664.0,0.97,22969.0,2292.0,2063.0,3132.0,3470.0,3532.0,4077.0,2794.0,980.0,537.0,91.0,1.0,11305.0,11305.0,1184.0,1075.0,1623.0,1683.0,1759.0,1940.0,1408.0,431.0,182.0,20.0,0.0,11664.0,11664.0,1108.0,988.0,1509.0,1787.0,1773.0,2137.0,1386.0,549.0,355.0,71.0,1.0
41430-100183409,포일 숲속마을 휴먼시아,0.0,551.423,5282.353,5282.353,0.0,84.0,0.0,경기도 의왕시 포일세거리로 23,경기도 의왕시 포일동 658,경기도의왕시포일동,4143056000,경기도,의왕시,청계동,4143010900,포일동,19890101,경기도의왕시청계동,37180.0,2.49,18293.0,18887.0,0.97,37180.0,3273.0,3067.0,5161.0,5332.0,5595.0,6885.0,5017.0,1839.0,848.0,156.0,7.0,18293.0,18293.0,1721.0,1506.0,2701.0,2711.0,2724.0,3256.0,2472.0,893.0,270.0,38.0,1.0,18887.0,18887.0,1552.0,1561.0,2460.0,2621.0,2871.0,3629.0,2545.0,946.0,578.0,118.0,6.0
29200-100226723,광주선운휴먼시아,0.0,524.29,5061.6,4981.18,0.0,94.0,0.0,광주광역시 광산구 선운중앙로 68,광주광역시 광산구 선암동 540,광주광역시광산구선암동,2920056500,광주광역시,광산구,어룡동,2920010700,선암동,19981015,광주광역시광산구어룡동,32918.0,2.38,16815.0,16103.0,1.04,32918.0,3844.0,3712.0,4013.0,5365.0,6131.0,4596.0,3149.0,1390.0,620.0,92.0,6.0,16815.0,16815.0,1995.0,1878.0,2212.0,2743.0,3311.0,2312.0,1549.0,613.0,188.0,13.0,1.0,16103.0,16103.0,1849.0,1834.0,1801.0,2622.0,2820.0,2284.0,1600.0,777.0,432.0,79.0,5.0
26710-100204831,정관신도시엘에이치4단지,0.0,637.97,7985.43,7947.03,0.0,105.0,0.0,부산광역시 기장군 정관읍 산단4로 160,부산광역시 기장군 정관읍 달산리 1231,부산광역시기장군정관읍달산리,2671025600,부산광역시,기장군,정관읍,2671025625,달산리,20150923,부산광역시기장군정관읍,81775.0,2.6,40430.0,41345.0,0.98,81775.0,11740.0,10763.0,6674.0,12788.0,18665.0,8610.0,6994.0,3948.0,1403.0,186.0,4.0,40430.0,40430.0,5981.0,5596.0,3349.0,6090.0,9517.0,4470.0,3041.0,1846.0,506.0,34.0,0.0,41345.0,41345.0,5759.0,5167.0,3325.0,6698.0,9148.0,4140.0,3953.0,2102.0,897.0,152.0,4.0
41220-100226659,휴먼시아1단지,0.0,458.25,7174.04,7174.04,0.0,118.0,0.0,경기도 평택시 경기대로 506,경기도 평택시 비전동 1005,경기도평택시비전동,4122062000,경기도,평택시,비전1동,4122011800,비전동,19950510,경기도평택시비전1동,88566.0,2.41,44983.0,43583.0,1.03,88566.0,11312.0,9655.0,11612.0,17050.0,16892.0,12029.0,6283.0,2459.0,1121.0,149.0,4.0,44983.0,44983.0,5756.0,5004.0,6004.0,8785.0,8688.0,6127.0,3099.0,1101.0,382.0,36.0,1.0,43583.0,43583.0,5556.0,4651.0,5608.0,8265.0,8204.0,5902.0,3184.0,1358.0,739.0,113.0,3.0
41220-100226659,휴먼시아1단지,0.0,458.25,7174.04,7174.04,0.0,118.0,0.0,경기도 평택시 경기대로 506,경기도 평택시 비전동 1005,경기도평택시비전동,4122063000,경기도,평택시,비전2동,4122011800,비전동,19950510,경기도평택시비전2동,54049.0,2.56,26830.0,27219.0,0.99,54049.0,5705.0,6178.0,7301.0,8055.0,9428.0,8739.0,5154.0,2216.0,1144.0,121.0,8.0,26830.0,26830.0,2920.0,3241.0,3770.0,4052.0,4576.0,4286.0,2553.0,949.0,451.0,31.0,1.0,27219.0,27219.0,2785.0,2937.0,3531.0,4003.0,4852.0,4453.0,2601.0,1267.0,693.0,90.0,7.0
48170-100210464,평거엘에이치5단지,0.0,554.36,6937.26,6937.26,0.0,90.0,0.0,경상남도 진주시 새평거로 70,경상남도 진주시 평거동 802,경상남도진주시평거동,4817071000,경상남도,진주시,평거동,4817012600,평거동,19880423,경상남도진주시평거동,27472.0,2.45,13142.0,14330.0,0.92,27472.0,2044.0,3385.0,4077.0,3010.0,4588.0,5100.0,3028.0,1373.0,746.0,119.0,2.0,13142.0,13142.0,1025.0,1753.0,2175.0,1498.0,2031.0,2392.0,1457.0,551.0,237.0,23.0,0.0,14330.0,14330.0,1019.0,1632.0,1902.0,1512.0,2557.0,2708.0,1571.0,822.0,509.0,96.0,2.0
48170-100210464,평거엘에이치5단지,0.0,554.36,6937.26,6937.26,0.0,90.0,0.0,경상남도 진주시 새평거로 70,경상남도 진주시 평거동 802,경상남도진주시평거동,4817073000,경상남도,진주시,판문동,4817012600,평거동,19970701,경상남도진주시판문동,21104.0,2.66,10057.0,11047.0,0.91,21104.0,2322.0,2988.0,2343.0,2408.0,4088.0,3225.0,2271.0,980.0,428.0,50.0,1.0,10057.0,10057.0,1169.0,1429.0,1251.0,1102.0,1929.0,1576.0,1081.0,386.0,126.0,8.0,0.0,11047.0,11047.0,1153.0,1559.0,1092.0,1306.0,2159.0,1649.0,1190.0,594.0,302.0,42.0,1.0
47130-100234317,경주안강엘에이치아파트,0.0,410.47,3894.05,3894.05,0.0,70.0,0.0,경상북도 경주시 안강읍 안강중앙로 141,경상북도 경주시 안강읍 산대리 2435,경상북도경주시안강읍산대리,4713025300,경상북도,경주시,안강읍,4713025332,산대리,19950101,경상북도경주시안강읍,24444.0,2.0,12106.0,12338.0,0.98,24444.0,1093.0,1980.0,2231.0,1699.0,3242.0,4931.0,4491.0,2912.0,1670.0,187.0,8.0,12106.0,12106.0,566.0,1013.0,1267.0,929.0,1682.0,2566.0,2200.0,1316.0,527.0,39.0,1.0,12338.0,12338.0,527.0,967.0,964.0,770.0,1560.0,2365.0,2291.0,1596.0,1143.0,148.0,7.0
30200-100246516,엘에이치네이처뷰,0.0,582.54,7357.1,7104.51,0.0,98.0,0.0,대전광역시 유성구 지족로148번길 22,대전광역시 유성구 지족동 1050,대전광역시유성구지족동,3020054600,대전광역시,유성구,노은1동,3020012000,지족동,20070205,대전광역시유성구노은1동,22090.0,2.51,10951.0,11139.0,0.98,22090.0,2203.0,3005.0,2867.0,3156.0,4290.0,3288.0,1895.0,890.0,424.0,71.0,1.0,10951.0,10951.0,1152.0,1533.0,1482.0,1580.0,2023.0,1698.0,903.0,412.0,154.0,13.0,1.0,11139.0,11139.0,1051.0,1472.0,1385.0,1576.0,2267.0,1590.0,992.0,478.0,270.0,58.0,0.0
30200-100246516,엘에이치네이처뷰,0.0,582.54,7357.1,7104.51,0.0,98.0,0.0,대전광역시 유성구 지족로148번길 22,대전광역시 유성구 지족동 1050,대전광역시유성구지족동,3020054700,대전광역시,유성구,노은2동,3020012000,지족동,20070205,대전광역시유성구노은2동,24757.0,2.62,12171.0,12586.0,0.97,24757.0,2352.0,3422.0,3137.0,3109.0,4657.0,4065.0,2254.0,1108.0,564.0,88.0,1.0,12171.0,12171.0,1223.0,1761.0,1613.0,1533.0,2190.0,2047.0,1093.0,484.0,209.0,18.0,0.0,12586.0,12586.0,1129.0,1661.0,1524.0,1576.0,2467.0,2018.0,1161.0,624.0,355.0,70.0,1.0
30200-100246516,엘에이치네이처뷰,0.0,582.54,7357.1,7104.51,0.0,98.0,0.0,대전광역시 유성구 지족로148번길 22,대전광역시 유성구 지족동 1050,대전광역시유성구지족동,3020054800,대전광역시,유성구,노은3동,3020012000,지족동,20150720,대전광역시유성구노은3동,37657.0,2.67,18494.0,19163.0,0.97,37657.0,4863.0,4582.0,3799.0,6060.0,7432.0,5276.0,3612.0,1379.0,554.0,96.0,4.0,18494.0,18494.0,2465.0,2325.0,2004.0,2900.0,3600.0,2581.0,1721.0,675.0,205.0,18.0,0.0,19163.0,19163.0,2398.0,2257.0,1795.0,3160.0,3832.0,2695.0,1891.0,704.0,349.0,78.0,4.0
47150-100228397,경북혁신엘에이치천년나무3단지,0.0,411.25,5546.33,5376.6,0.0,54.0,0.0,경상북도 김천시 용전3로 10,경상북도 김천시 율곡동 768,경상북도김천시율곡동,4715064000,경상북도,김천시,율곡동,4715012000,율곡동,20140102,경상북도김천시율곡동,22662.0,2.54,11393.0,11269.0,1.01,22662.0,4119.0,2656.0,2311.0,4689.0,4519.0,2637.0,1145.0,386.0,164.0,35.0,1.0,11393.0,11393.0,2113.0,1345.0,1150.0,2285.0,2305.0,1411.0,567.0,171.0,41.0,5.0,0.0,11269.0,11269.0,2006.0,1311.0,1161.0,2404.0,2214.0,1226.0,578.0,215.0,123.0,30.0,1.0
42130-100258705,푸른숨엘에이치3단지,0.0,180.13,164.35,164.35,0.0,0.0,0.0,강원도 원주시 배울로 50,강원도 원주시 반곡동 2047-4,강원도원주시반곡동,4213067500,강원도,원주시,반곡관설동,4213011700,반곡동,19990101,강원도원주시반곡관설동,44533.0,2.4,21705.0,22828.0,0.95,44533.0,5252.0,5776.0,5341.0,7343.0,8871.0,6480.0,3449.0,1253.0,649.0,113.0,6.0,21705.0,21705.0,2675.0,2850.0,2636.0,3390.0,4266.0,3375.0,1694.0,567.0,225.0,26.0,1.0,22828.0,22828.0,2577.0,2926.0,2705.0,3953.0,4605.0,3105.0,1755.0,686.0,424.0,87.0,5.0
31110-100195412,우정엘에이치1단지,0.0,480.14,3972.66,3972.66,0.0,58.0,0.0,울산광역시 중구 종가로 668-9,울산광역시 중구 서동 617,울산광역시중구서동,3111063000,울산광역시,중구,병영2동,3111011400,서동,19970715,울산광역시중구병영2동,20329.0,2.38,10273.0,10056.0,1.02,20329.0,1964.0,1926.0,2177.0,2751.0,3398.0,3597.0,2971.0,1092.0,411.0,41.0,1.0,10273.0,10273.0,982.0,1033.0,1221.0,1408.0,1798.0,1761.0,1437.0,496.0,134.0,2.0,1.0,10056.0,10056.0,982.0,893.0,956.0,1343.0,1600.0,1836.0,1534.0,596.0,277.0,39.0,0.0
41360-100257790,미리내마을4-4단지,0.0,20.25,20.25,20.25,0.0,0.0,0.0,경기도 남양주시 별내3로 23,경기도 남양주시 별내동 1037,경기도남양주시별내동,4136057000,경기도,남양주시,별내동,4136011100,별내동,20120102,경기도남양주시별내동,76076.0,2.45,36991.0,39085.0,0.95,76076.0,8536.0,7023.0,9134.0,12224.0,13732.0,11275.0,8710.0,3755.0,1448.0,223.0,16.0,36991.0,36991.0,4328.0,3465.0,4522.0,5903.0,6859.0,5403.0,4155.0,1803.0,506.0,43.0,4.0,39085.0,39085.0,4208.0,3558.0,4612.0,6321.0,6873.0,5872.0,4555.0,1952.0,942.0,180.0,12.0
