col_comb,cb1,svr,cb2,rf,gb,cb3
"['0~19 인구수', '공가비율', '상가비율', '공가수']",138.6487048822334,135.41562713531562,137.76518743628282,142.74741888932,139.01602793670287,138.72431797061805
"['0~19 인구수', '공가비율', '임대료', '공가수']",123.78237557363305,130.15795062990384,121.64274880460489,123.11442465063237,124.6186785279788,126.22543366787013
"['0~19 인구수', '공공분양', '영구임대', '공가수']",138.83359153537222,135.2600547457057,137.4869827180585,144.01601559883142,134.25612829347264,142.22864267419268
"['0~19 인구수', '공공분양', '전용면적별세대수', '공가수']",138.08879111283298,138.10134635902375,137.59091386021254,136.92758173512578,134.81973140934608,139.497864073258
"['0~19 인구수', '공공분양', '버스정류장', '공가수']",138.8975400580618,133.8324778620464,137.29869652523683,143.9146091703114,135.28266189413208,143.04877222361884
"['0~19 인구수', '공공분양', '20~39 인구수', '공가수']",139.35444962604652,128.00278180939085,136.19466296648628,138.9474881043324,132.56154112454914,141.0155063636486
"['0~19 인구수', '공공분양', '총세대수', '공가수']",142.00117682588174,135.95828327593296,138.49179568748696,142.19704733575557,139.61328375078602,144.56291367172625
"['0~19 인구수', '공공분양', '지하철역', '공가수']",144.88809163916065,135.3539918341758,140.44555400335207,150.4758633364467,138.562760166663,147.43974339749488
"['0~19 인구수', '공공분양', '공가비율', '공가수']",140.82324698934954,135.46408603511358,140.93071322341848,146.78203396497378,141.9243713476484,145.057539872274
"['0~19 인구수', '공공분양', '행복주택', '공가수']",144.68305928739716,135.46286684697105,140.90674883639085,148.2439331257161,138.96264092957682,143.33512545628523
"['0~19 인구수', '공공분양', '국민임대', '공가수']",143.54182164034032,135.37924236636076,137.12285897223782,144.21374256491,136.30889061051934,141.43357181784978
"['0~19 인구수', '공공분양', '전용면적/임대료', '공가수']",129.40651362835695,140.1162718291586,128.46444971599198,132.19305474663878,130.991026606319,131.3616726343232
"['0~19 인구수', '공공분양', '총세대수/전용면적', '공가수']",126.56670835653146,124.79934394114375,123.90932016447648,130.51592401042132,127.2192291759221,127.36416580564597
"['0~19 인구수', '공공분양', '전용면적/연면적', '공가수']",134.65553199053954,134.09800850430042,135.31623618414156,139.09932847068293,136.01009874871852,140.02297133748553
"['0~19 인구수', '공공분양', '공가비율*전용면적별세대수', '공가수']",139.00713153447134,136.1190715428561,137.12204781405404,141.69784356727487,136.8309326794589,142.19453873714787
"['0~19 인구수', '공공분양', '남/여_70세이상', '공가수']",134.38816699327145,135.46700832249343,135.1230423101847,140.91810175694965,136.34522799811688,135.16842832075528
"['0~19 인구수', '공공분양', '공가비율*임대료', '공가수']",135.60438090625502,144.82582329378315,131.36060559397598,134.5133081317459,127.91535390039812,135.4052826890777
"['0~19 인구수', '공공분양', '전용면적/전용면적별세대수', '공가수']",131.3894193925418,135.3941645106885,131.50918095107562,132.131600181889,131.0797324839567,134.04101242882166
"['0~19 인구수', '공공분양', '70세이상 인구수', '공가수']",140.73187870358282,138.68358047930457,138.88327593357394,142.1260330865755,138.55868106042902,143.17554750992923
"['0~19 인구수', '공공분양', '공가비율*연면적', '공가수']",137.51978835558208,139.89406199457758,133.78604241683584,141.86051100374158,140.24490813801884,140.3057854486729
"['0~19 인구수', '공공분양', '남/여_0~19세', '공가수']",134.82844604019607,135.47016730583763,132.6256503338089,140.67865454354916,134.65029467070877,140.74062746952427
"['0~19 인구수', '공공분양', '총세대수*전용면적', '공가수']",137.90309054359756,143.29505472639642,136.13152086845153,135.79196139834175,137.07738565780505,135.18553825161652
"['0~19 인구수', '공공분양', '장기전세', '공가수']",142.5987442409377,135.45198956117528,138.6897685897664,147.4996743794226,137.7942940201923,144.64446382384622
"['0~19 인구수', '공공분양', '전용면적별세대수*전용면적', '공가수']",129.54630653657057,144.9261145262238,129.29497551849462,136.49155038820564,128.49624770556738,134.18830597644848
"['0~19 인구수', '공공분양', '공공임대(분납)', '공가수']",142.51047427052853,135.44372586057588,138.88089525177577,147.7419787257455,137.12552576622284,142.10481176981858
"['0~19 인구수', '공공분양', '공가비율*전용면적', '공가수']",129.31683125308422,134.90649527376414,127.71390985363254,132.77708783448747,130.62963464262253,131.7746604072485
"['0~19 인구수', '공공분양', '공공임대(10년)', '공가수']",134.50489531279723,134.99441846179684,130.80548006996474,139.0729282490998,129.69072443096348,133.6961363618544
"['0~19 인구수', '공공분양', '공공임대(5년)', '공가수']",141.55708776747272,135.45258922926124,137.32146830874518,147.5903016305239,136.89924589035607,142.64250506643415
"['0~19 인구수', '공공분양', '남/여_40~69세', '공가수']",139.65364156268433,135.48277434561845,138.99395835222077,137.65345403363483,129.77644812460744,141.70632440606988
"['0~19 인구수', '공공분양', '공공임대(50년)', '공가수']",141.0778090209963,135.4528707925227,138.67633631244104,147.06015047961023,137.12759848120595,143.2318028323325
"['0~19 인구수', '공공분양', '전용면적*연면적', '공가수']",134.68774311614715,142.02654840339156,131.57878522716572,138.94858122845545,131.58464841199006,137.5426036398086
"['0~19 인구수', '공공분양', 'subway_dist', '공가수']",135.02650725350406,135.4829869414707,132.6503212541364,143.50504094343694,139.9620188372381,138.8560849147792
"['0~19 인구수', '공공분양', '환승역 수', '공가수']",143.96255371327757,135.53434028583152,141.5127741994498,146.13492384945522,137.59354427727234,146.39891419202533
"['0~19 인구수', '공공분양', '남/여_20~39세', '공가수']",141.17932513187566,135.49355361769796,140.01677453397087,145.754489392445,137.97595943203004,147.51642698902992
"['0~19 인구수', '공공분양', '총인구수', '공가수']",136.44657787250736,144.04564043454394,137.2046994671894,144.67495507983466,133.95228655272302,140.45278422140441
"['0~19 인구수', '공공분양', '남/여비율', '공가수']",143.10835843425087,135.47850016976872,140.84730949301508,150.32432118902108,140.04818809180705,145.37007588778647
"['0~19 인구수', '공공분양', '40~69 인구수', '공가수']",139.6987510909378,138.45583274609416,137.81055407845423,138.82153143831482,134.24772393313975,139.26743168552682
"['0~19 인구수', '공공분양', '세대당_인구', '공가수']",137.85220920395693,135.4904002773548,137.87673270825593,144.24973646192805,136.22363263073657,141.94336367357423
"['0~19 인구수', '공공분양', '임대보증금', '공가수']",127.51321586252246,137.50895769698002,127.76012467523587,125.1837536529024,125.94678371738692,127.15994058282203
"['0~19 인구수', '공공분양', '상가비율', '공가수']",137.4466739865133,135.42274168964644,135.98770203260855,145.29246857134703,134.1745961174774,138.15826802785168
"['0~19 인구수', '공공분양', '임대료', '공가수']",124.65737698249481,130.16761858231285,125.11582045500901,124.44438689650474,124.83640534198832,127.83300224248588
"['0~19 인구수', '행복주택', '영구임대', '공가수']",141.06114636260784,135.2574560788291,138.41272581159524,143.678145311585,135.02996008703073,144.09275051373356
"['0~19 인구수', '행복주택', '전용면적별세대수', '공가수']",137.9513960681069,138.11092283451143,137.0967424412002,137.42607258589337,135.0957485701505,137.02701963694042
"['0~19 인구수', '행복주택', '버스정류장', '공가수']",141.9925371939183,133.84332856856742,140.01226210017774,142.75623195023917,136.36900378467467,142.22710316116465
"['0~19 인구수', '행복주택', '20~39 인구수', '공가수']",139.82038246503322,128.01247828855907,137.30796227149511,139.95276097714233,133.2101701021076,139.07853628455442
"['0~19 인구수', '행복주택', '총세대수', '공가수']",142.76007849320098,135.93581595700897,140.2714477907585,142.32251069008953,140.85701642005841,146.20404636149652
"['0~19 인구수', '행복주택', '지하철역', '공가수']",147.07808037066374,135.36031844211948,141.8370098800728,151.29339930426107,140.35374765052637,149.28137843423085
"['0~19 인구수', '행복주택', '공가비율', '공가수']",143.08969892450986,135.46089584157917,141.18606256339189,147.1115145003113,141.49998111536365,146.63054724068098
"['0~19 인구수', '행복주택', '공공분양', '공가수']",144.84610502316468,135.46286684697105,140.6151591306524,148.311971436054,139.0088126351712,146.16459479524082
"['0~19 인구수', '행복주택', '국민임대', '공가수']",142.39372426953008,135.36344481046288,138.26033982037296,144.66297467941968,136.86980631252192,142.74546646424773
"['0~19 인구수', '행복주택', '전용면적/임대료', '공가수']",132.89812701955537,140.11092309528345,131.45824391789753,133.04596712622316,130.04647735143948,135.07900669502388
"['0~19 인구수', '행복주택', '총세대수/전용면적', '공가수']",127.49325289219068,124.82171096980969,125.34007744814885,131.14184500098932,129.34765632122057,127.98998147827099
"['0~19 인구수', '행복주택', '전용면적/연면적', '공가수']",139.0398694581019,134.0965214637457,137.8005117041801,140.200717987151,136.1037756087012,139.49565587780006
"['0~19 인구수', '행복주택', '공가비율*전용면적별세대수', '공가수']",140.0902466801778,136.15425802086847,139.06482561568123,141.5297208014063,138.10011290733974,144.11149770868224
"['0~19 인구수', '행복주택', '남/여_70세이상', '공가수']",136.14233974698328,135.49068999692807,134.48183371221336,140.9971403478542,136.8488635728735,136.00226567153922
"['0~19 인구수', '행복주택', '공가비율*임대료', '공가수']",134.01992785193514,144.8157381678337,132.71331610268015,135.12951305943315,127.62953474446286,140.57362411913604
"['0~19 인구수', '행복주택', '전용면적/전용면적별세대수', '공가수']",132.039304296343,135.38636637406665,130.6224410967151,132.1815685474134,130.53822241195985,132.52979315599913
"['0~19 인구수', '행복주택', '70세이상 인구수', '공가수']",142.99400755849368,138.70274420556936,140.2146579312976,142.57639189132732,138.67937673972534,144.83271405098566
"['0~19 인구수', '행복주택', '공가비율*연면적', '공가수']",140.05957996888068,139.89410135976559,136.2488530158156,141.98148821747697,139.31093084910464,141.87140142345325
"['0~19 인구수', '행복주택', '남/여_0~19세', '공가수']",136.31621957371377,135.47870330712698,133.19331807649291,140.84402961142186,135.81781911333002,139.57538944839717
"['0~19 인구수', '행복주택', '총세대수*전용면적', '공가수']",139.44887429678758,143.30430583713624,138.75265746906933,135.67787113233317,136.91450042331147,140.53718601575557
"['0~19 인구수', '행복주택', '장기전세', '공가수']",144.69441341294896,135.45361512370155,140.20957793386484,148.24125424863888,138.90680589064914,145.08253194116037
"['0~19 인구수', '행복주택', '전용면적별세대수*전용면적', '공가수']",131.30191836916237,144.93181337946032,130.47379943207503,137.7355804475723,129.43677367747162,135.58569202893915
"['0~19 인구수', '행복주택', '공공임대(분납)', '공가수']",144.60049075113324,135.47383344491826,141.56588133426902,148.40012578858335,139.13801094685525,146.00616832883367
"['0~19 인구수', '행복주택', '공가비율*전용면적', '공가수']",130.41582597623764,134.90606417463368,128.74392850212183,133.5519963804956,129.98902546712574,132.4576909481525
"['0~19 인구수', '행복주택', '공공임대(10년)', '공가수']",135.44410000357956,134.98831930807603,131.4552586851853,140.02075895991464,129.654208025493,133.83600438951987
"['0~19 인구수', '행복주택', '공공임대(5년)', '공가수']",144.51125125515512,135.46069869346937,140.25859824432771,148.33428645165066,139.38551904494693,145.6758861561105
"['0~19 인구수', '행복주택', '남/여_40~69세', '공가수']",137.64929963219126,135.4959141891929,140.95982724696995,138.65913541803016,133.8352922955384,145.03552457731547
"['0~19 인구수', '행복주택', '공공임대(50년)', '공가수']",144.73196540314376,135.44855389931365,140.3949669075409,147.89984791710873,139.4617817136811,144.01301353117083
"['0~19 인구수', '행복주택', '전용면적*연면적', '공가수']",137.11410329374726,142.034139841912,135.67969020450954,137.76107521430367,131.9298090110813,141.42182054510158
"['0~19 인구수', '행복주택', 'subway_dist', '공가수']",134.76757605407772,135.47766638908283,133.03184020159702,143.34589431709895,140.31784601225527,136.10947069944174
"['0~19 인구수', '행복주택', '환승역 수', '공가수']",148.63732896473343,135.5314593830821,141.6829859368253,147.0761871280679,138.1332048873847,147.84706891805996
"['0~19 인구수', '행복주택', '남/여_20~39세', '공가수']",140.4196770946409,135.50403670049295,137.86963797164088,146.192945175904,136.16570490250913,145.40681594941572
"['0~19 인구수', '행복주택', '총인구수', '공가수']",136.7359712653816,144.04393933671355,137.46608751082735,145.6766577349594,136.5288788444662,139.81066118097866
"['0~19 인구수', '행복주택', '남/여비율', '공가수']",144.84535296932904,135.48058436414243,142.2904979282514,151.59372207180962,140.4216050382246,149.32948793831588
"['0~19 인구수', '행복주택', '40~69 인구수', '공가수']",140.6362094235054,138.44852897008033,137.75239153606952,138.85407000112286,135.42904641138455,142.20280269729045
"['0~19 인구수', '행복주택', '세대당_인구', '공가수']",139.85636708222353,135.5026109880026,136.85193392633056,144.08169015716558,135.91368409963565,140.06584942652415
"['0~19 인구수', '행복주택', '임대보증금', '공가수']",130.31977636362768,137.51021259103635,129.92112898572287,125.71704896590782,126.09216289906644,130.16016458194153
"['0~19 인구수', '행복주택', '상가비율', '공가수']",139.23613639912327,135.43443748329435,136.85924340846455,145.90175344111682,135.77694835351681,139.80486439805594
"['0~19 인구수', '행복주택', '임대료', '공가수']",125.51427979971234,130.16389656896487,125.43650431427344,125.4531073359534,124.93221251986665,126.37203460008837
"['0~19 인구수', '국민임대', '영구임대', '공가수']",136.66088045961015,135.1145033071248,133.34722330703016,141.46729925414334,128.6299717759173,137.33037822141893
"['0~19 인구수', '국민임대', '전용면적별세대수', '공가수']",135.54708278123402,138.1172940254723,136.1153542529125,136.20611904355454,134.0594324939719,137.1309930475583
"['0~19 인구수', '국민임대', '버스정류장', '공가수']",141.02154269811356,133.76322411911667,137.64268971521702,141.04237325373646,135.8436388300383,144.57095779270907
"['0~19 인구수', '국민임대', '20~39 인구수', '공가수']",137.38886759794016,127.97873816681071,134.12766927908206,137.5905681833689,131.41974018125632,138.7624747174086
"['0~19 인구수', '국민임대', '총세대수', '공가수']",139.37613215652925,135.93782079614522,136.34266074120796,141.98301799078232,141.68750505802004,145.48834220977068
"['0~19 인구수', '국민임대', '지하철역', '공가수']",144.28611779456637,135.30157177480163,143.12289281342603,148.2202976593353,137.56781779205653,146.72094786249707
"['0~19 인구수', '국민임대', '공가비율', '공가수']",142.06050138151244,135.37717103386697,138.74612949115968,144.57163704798134,141.26005059445748,143.8597970387112
"['0~19 인구수', '국민임대', '공공분양', '공가수']",141.88358371144346,135.37924236636076,137.59143054052907,144.28541313640898,136.37575564374833,143.46987713049538
"['0~19 인구수', '국민임대', '행복주택', '공가수']",142.77998980081304,135.36344481046288,139.09033781120417,144.7660834946811,137.02722738966185,144.6476259420659
"['0~19 인구수', '국민임대', '전용면적/임대료', '공가수']",130.23816234775305,140.11020756963194,130.79227875481868,128.50001228347386,128.83946363215097,134.0912212047479
"['0~19 인구수', '국민임대', '총세대수/전용면적', '공가수']",126.23129769584298,124.66726377003886,122.54335272993885,129.92780325716052,127.56218032125828,128.30895399675762
"['0~19 인구수', '국민임대', '전용면적/연면적', '공가수']",136.2119249325172,134.07528104988506,137.4064465031131,136.0404381519503,133.8004365873069,141.90150447383795
"['0~19 인구수', '국민임대', '공가비율*전용면적별세대수', '공가수']",142.01624022670745,136.0356799463512,139.0881032211219,139.4197879822163,136.0360455437852,143.97791056782515
"['0~19 인구수', '국민임대', '남/여_70세이상', '공가수']",136.28913075304686,135.4004141276194,132.77521803681103,139.71345456083887,138.03464422859005,136.24400082111316
"['0~19 인구수', '국민임대', '공가비율*임대료', '공가수']",132.98389053419314,144.8333712170796,130.62933774823316,134.17827053553395,126.57615111100742,132.90657002290155
"['0~19 인구수', '국민임대', '전용면적/전용면적별세대수', '공가수']",130.98886318659785,135.32900717383765,129.8218755778492,130.04697526240994,130.21807574481437,133.12999452896548
"['0~19 인구수', '국민임대', '70세이상 인구수', '공가수']",141.06419198528027,138.63157488796205,139.86485932671675,140.28733439755655,138.14747153757762,145.74232359254756
"['0~19 인구수', '국민임대', '공가비율*연면적', '공가수']",139.24758179085126,139.87299548316332,138.87527489569558,139.71671808120482,140.7920351819432,140.87344282272193
"['0~19 인구수', '국민임대', '남/여_0~19세', '공가수']",130.46881149782112,135.41783262817808,129.50261844477373,135.2583326596246,132.22713405525477,130.6134568076126
"['0~19 인구수', '국민임대', '총세대수*전용면적', '공가수']",135.6679567305296,143.29922777915607,133.12277338529543,132.5783978827725,135.21841465822789,137.06565677731896
"['0~19 인구수', '국민임대', '장기전세', '공가수']",141.29917033371424,135.3808520898217,136.95477541054728,144.32817115962806,136.35876873206084,140.9555956701633
"['0~19 인구수', '국민임대', '전용면적별세대수*전용면적', '공가수']",130.82432542222892,144.93668246760606,128.232356004706,135.25180916190607,127.6913520114837,130.89795235782168
"['0~19 인구수', '국민임대', '공공임대(분납)', '공가수']",141.55200276513682,135.38717087350338,136.89454016313948,144.31754665510584,136.95460276556102,142.21229987635402
"['0~19 인구수', '국민임대', '공가비율*전용면적', '공가수']",129.63498935960348,134.878894963218,127.21898499271738,131.37905317070005,131.20727534030584,131.4161807633071
"['0~19 인구수', '국민임대', '공공임대(10년)', '공가수']",134.09119841273485,134.91927526927466,130.08539940192784,137.78897286909606,128.5893983364768,133.7934076872804
"['0~19 인구수', '국민임대', '공공임대(5년)', '공가수']",140.4524852405012,135.40873400381946,138.32055490053307,144.32938755881645,137.11936612790404,142.7412621280405
"['0~19 인구수', '국민임대', '남/여_40~69세', '공가수']",135.33580680990775,135.41273955139187,138.47664119684072,133.43398074871294,131.3948449912746,137.80135621544133
"['0~19 인구수', '국민임대', '공공임대(50년)', '공가수']",141.86996287235434,135.38925371035992,136.76916235398454,143.6695217234271,136.5400551210244,142.0643772207762
"['0~19 인구수', '국민임대', '전용면적*연면적', '공가수']",132.99857202714867,142.02119391413257,132.69628696590866,136.3946103479988,131.36381642505373,139.60697130389585
"['0~19 인구수', '국민임대', 'subway_dist', '공가수']",135.53772701167227,135.42972385233924,132.52933480025877,141.25436152370406,136.48599432801433,133.897199663256
"['0~19 인구수', '국민임대', '환승역 수', '공가수']",146.13416136416134,135.455420690165,142.91785571287292,144.73100682134063,135.5228592881957,146.81132869183662
"['0~19 인구수', '국민임대', '남/여_20~39세', '공가수']",140.35722278393587,135.41625104798783,137.7271182329177,143.86056223292476,137.2491226250482,142.83890487523922
"['0~19 인구수', '국민임대', '총인구수', '공가수']",137.71501417688734,144.05708332252848,137.73513445874283,141.34190374899046,133.09416669417934,141.64504995524518
"['0~19 인구수', '국민임대', '남/여비율', '공가수']",142.54486647921902,135.41724688949174,139.42293552741194,147.61127972964695,138.5407123640667,148.33234918504326
"['0~19 인구수', '국민임대', '40~69 인구수', '공가수']",138.226430546799,138.4515911301819,136.4763934349958,138.35211980990417,134.76223642319627,140.83626697989172
"['0~19 인구수', '국민임대', '세대당_인구', '공가수']",140.83086538533468,135.4360421656408,138.85985879607978,142.35970679544442,136.14666030722472,146.23555083057093
"['0~19 인구수', '국민임대', '임대보증금', '공가수']",126.49628132149746,137.5073161521873,128.0917241842723,123.65254556023822,124.1370903474337,127.96922513364434
"['0~19 인구수', '국민임대', '상가비율', '공가수']",135.417601036451,135.33627256074075,132.68669945396434,140.50980291660943,131.64345743496247,135.09985097673186
"['0~19 인구수', '국민임대', '임대료', '공가수']",125.28874716177556,130.15192772181769,124.31245761160767,123.87073754295447,124.57169022848987,126.49549289992392
"['0~19 인구수', '전용면적/임대료', '영구임대', '공가수']",128.6248467797431,140.1154219832018,128.21059033751348,131.5350814029639,129.24612951673015,129.25423057057827
"['0~19 인구수', '전용면적/임대료', '전용면적별세대수', '공가수']",130.72229255941988,138.0797975728847,129.7049483682904,130.85203388948838,129.3406694215547,135.09090038523385
"['0~19 인구수', '전용면적/임대료', '버스정류장', '공가수']",132.02076595336825,140.10201452471102,130.94664187445417,131.7856587044471,129.92839473488982,134.32747133927217
"['0~19 인구수', '전용면적/임대료', '20~39 인구수', '공가수']",131.0902338949889,138.9031767319404,129.0244281086556,129.6509812804517,130.22515166602312,133.38234003269133
"['0~19 인구수', '전용면적/임대료', '총세대수', '공가수']",134.8235234270159,135.21293538429515,132.28672743561464,137.6684594108239,136.02289105485747,138.0801649162723
"['0~19 인구수', '전용면적/임대료', '지하철역', '공가수']",132.13880670467353,140.10727589966555,128.99683252096756,134.2674651841385,132.33350423169435,132.2363674747601
"['0~19 인구수', '전용면적/임대료', '공가비율', '공가수']",133.14613373027436,140.1150176404923,131.86973429009277,135.43950192540063,135.30692321177352,133.81393979336116
"['0~19 인구수', '전용면적/임대료', '공공분양', '공가수']",129.40651362835695,140.1162718291586,128.46444971599198,132.32230121374585,131.2500103673055,131.3616726343232
"['0~19 인구수', '전용면적/임대료', '행복주택', '공가수']",132.89812701955537,140.11092309528345,131.45824391789753,133.10738375496243,129.9028391496006,135.07900669502388
"['0~19 인구수', '전용면적/임대료', '국민임대', '공가수']",130.23816234775305,140.11020756963194,130.79227875481868,128.6848837589794,129.0533403185762,134.0912212047479
"['0~19 인구수', '전용면적/임대료', '총세대수/전용면적', '공가수']",123.33885943565201,139.3134571784376,123.77318475525522,123.36746508008135,125.1203825340742,127.51404736827313
"['0~19 인구수', '전용면적/임대료', '전용면적/연면적', '공가수']",131.31585987939837,140.11624238510416,130.9072831569888,135.17048063203455,130.5944358869768,133.55993151728413
"['0~19 인구수', '전용면적/임대료', '공가비율*전용면적별세대수', '공가수']",131.47055876272591,140.09717595953776,129.20413290084565,131.46823861670254,131.63090745853475,130.77813263230274
"['0~19 인구수', '전용면적/임대료', '남/여_70세이상', '공가수']",127.99511441820853,140.11048376420163,130.80791831155375,130.8891597984154,133.48521387761258,130.62793248604422
"['0~19 인구수', '전용면적/임대료', '공가비율*임대료', '공가수']",128.43648285814578,140.48888641906552,127.1393085017118,129.53229175080267,128.3788433479127,131.74823623033222
"['0~19 인구수', '전용면적/임대료', '전용면적/전용면적별세대수', '공가수']",124.99438405011806,140.1171177909488,124.33862199645587,125.13630037352375,125.5825414574557,125.9988686526063
"['0~19 인구수', '전용면적/임대료', '70세이상 인구수', '공가수']",130.10739057044276,139.98503734398983,131.35855245967488,131.01615138979702,133.00967627322538,135.80994383958569
"['0~19 인구수', '전용면적/임대료', '공가비율*연면적', '공가수']",134.78688619586532,139.5061082305813,132.25075753181463,136.4725509009118,135.40849497026886,137.27018419982653
"['0~19 인구수', '전용면적/임대료', '남/여_0~19세', '공가수']",125.82350480774846,140.11465878658308,125.92988017626786,128.3713600903073,127.91435805480269,125.31350725782761
"['0~19 인구수', '전용면적/임대료', '총세대수*전용면적', '공가수']",126.29192089251019,139.92320603090872,126.46206684347901,127.40771615527854,128.49326162328956,128.72643017807272
"['0~19 인구수', '전용면적/임대료', '장기전세', '공가수']",130.2792627350305,140.1145855198069,129.16650260395826,132.13527018263622,130.4154205435537,133.6622249861204
"['0~19 인구수', '전용면적/임대료', '전용면적별세대수*전용면적', '공가수']",124.83298065991535,140.45044011741376,127.11917159635846,128.64320952271993,127.15343891736477,127.24482758765434
"['0~19 인구수', '전용면적/임대료', '공공임대(분납)', '공가수']",132.64033723135648,140.10861901572656,129.45468419673142,131.8555656702356,130.72414462809138,135.31889053182474
"['0~19 인구수', '전용면적/임대료', '공가비율*전용면적', '공가수']",124.4699303297878,140.12316597433067,124.51347283972211,125.24208506084764,126.89982951213292,125.70477684269171
"['0~19 인구수', '전용면적/임대료', '공공임대(10년)', '공가수']",126.61953124259301,140.11193116407898,125.20129005932472,125.98444147192677,124.65120085075723,127.49976504107936
"['0~19 인구수', '전용면적/임대료', '공공임대(5년)', '공가수']",130.4571893285803,140.12200806335335,129.87866352824238,131.99009208966285,130.24631609541066,133.84910763760843
"['0~19 인구수', '전용면적/임대료', '남/여_40~69세', '공가수']",128.08277411323206,140.10852023204083,129.36335104093104,126.17672968405793,127.47645847728322,127.11192304355511
"['0~19 인구수', '전용면적/임대료', '공공임대(50년)', '공가수']",131.25556007306886,140.12383751127194,130.6895915863223,132.4334098416413,130.99439692660476,131.6930962715024
"['0~19 인구수', '전용면적/임대료', '전용면적*연면적', '공가수']",133.97057604615762,141.9066693373937,130.44055604492544,133.94753640407944,131.35576725746577,134.58120306045788
"['0~19 인구수', '전용면적/임대료', 'subway_dist', '공가수']",126.4901299336013,140.11727838311415,125.91628843096774,128.76457129757392,131.8884685603356,129.89924706178766
"['0~19 인구수', '전용면적/임대료', '환승역 수', '공가수']",131.77406150429883,140.1150427206737,130.9635534065631,130.85956981996125,131.10209421292024,135.67465225082452
"['0~19 인구수', '전용면적/임대료', '남/여_20~39세', '공가수']",132.68710904521305,140.11101223839145,130.8022829594758,135.4709226211381,131.70227483762045,133.11107410977718
"['0~19 인구수', '전용면적/임대료', '총인구수', '공가수']",129.4102701676311,141.74364402851623,129.57553349136586,132.36861767843314,128.2405970933496,132.10694993991075
"['0~19 인구수', '전용면적/임대료', '남/여비율', '공가수']",127.3667583645416,140.11754234289032,126.11827337530777,131.9855492822656,131.18296310245128,129.97392164332578
"['0~19 인구수', '전용면적/임대료', '40~69 인구수', '공가수']",131.926503385149,138.7988044461954,130.21001431182225,131.1484649378765,129.97104452742508,135.5998629741387
"['0~19 인구수', '전용면적/임대료', '세대당_인구', '공가수']",132.0388709101151,140.11019706958098,133.48270110245136,131.502395538278,129.7493995203789,135.9399017887062
"['0~19 인구수', '전용면적/임대료', '임대보증금', '공가수']",123.9689798783063,137.51683417993095,123.80356774844498,124.15618258560781,125.31721462667561,122.69223052112288
"['0~19 인구수', '전용면적/임대료', '상가비율', '공가수']",129.4866041624643,140.1119530030556,128.75796192202782,132.49525067418676,128.71966429659602,129.43023011315535
"['0~19 인구수', '전용면적/임대료', '임대료', '공가수']",119.12654731642915,129.95810573565944,120.61770724562989,119.74766390593834,121.15680679575891,118.82711207072046
"['0~19 인구수', '총세대수/전용면적', '영구임대', '공가수']",126.7578477909462,124.79281240265595,123.98380959685946,130.35705624979022,128.27680201702128,130.13993230470788
"['0~19 인구수', '총세대수/전용면적', '전용면적별세대수', '공가수']",123.48169287821688,133.6822949294618,122.95523027774489,128.2858394159794,128.49600003269398,128.73773675112596
"['0~19 인구수', '총세대수/전용면적', '버스정류장', '공가수']",127.71095507044743,123.99585670228703,129.4099549913105,131.56943032857146,127.60714478971506,134.72859286110227
"['0~19 인구수', '총세대수/전용면적', '20~39 인구수', '공가수']",122.12604750150444,120.26098377400157,122.69438063691582,128.603061502538,125.15109508263649,124.92525884491752
"['0~19 인구수', '총세대수/전용면적', '총세대수', '공가수']",128.67618657729886,133.6410473780168,125.0786496145578,131.54393048940568,128.99486376315605,129.21810461065348
"['0~19 인구수', '총세대수/전용면적', '지하철역', '공가수']",129.0033226016294,124.77809541244878,129.101385507193,132.81157446034885,130.87145592228308,131.56004469685064
"['0~19 인구수', '총세대수/전용면적', '공가비율', '공가수']",130.68513219486658,124.79243857140713,126.07091672463707,130.9024339217382,129.47085572446298,129.50345330858462
"['0~19 인구수', '총세대수/전용면적', '공공분양', '공가수']",126.56670835653146,124.79934394114375,123.90932016447648,130.70877548779438,127.31322853797421,127.36416580564597
"['0~19 인구수', '총세대수/전용면적', '행복주택', '공가수']",127.49325289219068,124.82171096980969,125.34007744814885,130.73792449611543,129.4246011410215,127.98998147827099
"['0~19 인구수', '총세대수/전용면적', '국민임대', '공가수']",126.23129769584298,124.66726377003883,122.54335272993885,129.9158183496216,127.39841425567393,128.30895399675762
"['0~19 인구수', '총세대수/전용면적', '전용면적/임대료', '공가수']",124.6778267818459,139.31345717843746,124.38256588094018,123.2666641424893,125.06685232745674,126.77876395003747
"['0~19 인구수', '총세대수/전용면적', '전용면적/연면적', '공가수']",125.59704840948784,124.10017699655855,126.1316918009752,131.8580509262303,126.89402351885649,129.96620214563396
"['0~19 인구수', '총세대수/전용면적', '공가비율*전용면적별세대수', '공가수']",123.79545363840592,123.56811874641198,122.26727787410137,127.71616302847369,126.49973934028705,125.68780731053667
"['0~19 인구수', '총세대수/전용면적', '남/여_70세이상', '공가수']",124.7555969243494,124.78624455548302,126.23997056775428,129.00303850106974,128.63023372206854,127.07137662368709
"['0~19 인구수', '총세대수/전용면적', '공가비율*임대료', '공가수']",127.85482045692568,144.3967328416269,126.39171862756059,129.19610875045996,127.8198123982077,132.98319745541886
"['0~19 인구수', '총세대수/전용면적', '전용면적/전용면적별세대수', '공가수']",122.87873175205297,124.7944803832575,121.67332369875025,127.38951686919202,127.11909991944756,122.82204963071001
