old;new
대구광역시 남구 앞산순환로81길 56-1;대구광역시 남구 대명동 612-4
대구광역시 남구 앞산순환로81길 11;대구광역시 남구 대명동 569-1
대구광역시 남구 안지랑로8길 15;대구광역시 남구 대명동 616-13
대구광역시 남구 안지랑로7길 69-1;대구광역시 남구 대명동 580-4
대구광역시 남구 안지랑로7길 39-2;대구광역시 남구 대명동 579-16
대구광역시 남구 안지랑로7길 22;대구광역시 남구 대명동 611-29
대구광역시 남구 안지랑로21길 61;대구광역시 남구 대명동 1069-12
대구광역시 남구 안지랑로20길 63;대구광역시 남구 대명동 905-1
대구광역시 남구 안지랑로19길 53;대구광역시 남구 대명동 1074-4
대구광역시 남구 안지랑로19길 46;대구광역시 남구 대명동 1043-4
대구광역시 남구 안지랑로18길 13-1;대구광역시 남구 대명동 919-18
대구광역시 남구 안지랑로16길 36-11;대구광역시 남구 대명동 889-2
대구광역시 남구 안지랑로15길 41;대구광역시 남구 대명동 1013
대구광역시 남구 안지랑로13길 83;대구광역시 남구 대명동 1033-1
대구광역시 남구 안지랑로11길 82;대구광역시 남구 대명동 1028-3
대구광역시 남구 안지랑로11길 47;대구광역시 남구 대명동 1020-1
대구광역시 남구 안지랑로11길 38-1;대구광역시 남구 대명동 1018-7
대구광역시 남구 안골2길 9;대구광역시 남구 대명동 745
대구광역시 남구 성당로30길 10;대구광역시 남구 대명동 3043-2
대구광역시 남구 삼정4길 93-6;대구광역시 남구 봉덕동 1336-3
대구광역시 남구 삼정3길 12;대구광역시 남구 봉덕동 1395-21
대구광역시 남구 봉덕로9길 14;대구광역시 남구 봉덕동 705-19
대구광역시 남구 봉덕로5길 28;대구광역시 남구 봉덕동 591-12
대구광역시 남구 봉덕로12길 19;대구광역시 남구 봉덕동 685-17
대구광역시 남구 봉덕로10길 27;대구광역시 남구 봉덕동 699-4
대구광역시 남구 명덕로26길 66;대구광역시 남구 대명동 1898-20
대구광역시 남구 두류공원로16길 52-8;대구광역시 남구 대명동 642-93
대구광역시 남구 두류공원로12길 46;대구광역시 남구 대명동 1655-14
대구광역시 남구 두류공원로12길 100;대구광역시 남구 대명동 1663-15
대구광역시 남구 도촌길 79-8;대구광역시 남구 대명동 1625-32
대구광역시 남구 대명서6길 7;대구광역시 남구 대명동 1152-11
대구광역시 남구 대명복개로4길 128;대구광역시 남구 대명동 1623-16
대구광역시 남구 대명복개로4길 130;대구광역시 남구 대명동 1623-80
대구광역시 남구 대명로6길 8;대구광역시 남구 대명동 1190-3
대구광역시 남구 대명로22길 56-1;대구광역시 남구 대명동 985-1
대구광역시 남구 대명로20길 62;대구광역시 남구 대명동 1039-1
대구광역시 남구 대명로14길 55-2;대구광역시 남구 대명동 1091-8
대구광역시 남구 대륙1길 9;대구광역시 남구 대명동 1090-14
대구광역시 남구 대륙1길 11;대구광역시 남구 대명동 1090-1
대구광역시 남구 대덕로29길 8-2;대구광역시 남구 봉덕동 618-19
대구광역시 남구 대경길 266;대구광역시 남구 대명동 3010-48
대구광역시 남구 관문시장5길 5;대구광역시 남구 대명동 1164-5
대구광역시 남구 골안길 122;대구광역시 남구 대명동 1503-5
대구광역시 남구 계명6길 34;대구광역시 남구 대명동 2242-1
대구광역시 남구 현충로 139-1;대구광역시 남구 대명동 1717-1
대구광역시 남구 현충로 139;대구광역시 남구 대명동 1717-34
대구광역시 남구 안지랑로 60-1;대구광역시 남구 대명동 931-6
대구광역시 남구 안지랑로 57;대구광역시 남구 대명동 946-2
대구광역시 남구 안지랑로 55;대구광역시 남구 대명동 946-7
대구광역시 남구 안지랑로 52;대구광역시 남구 대명동 932-11
대구광역시 남구 대명서로 41;대구광역시 남구 대명동 1579-6
대구광역시 남구 대명남로 54-7;대구광역시 남구 대명동 1516-2
대구광역시 남구 대명남로 150-1;대구광역시 남구 대명동 629-9
대구광역시 남구 현충로27길 9-12;대구광역시 남구 대명동 1715-36 아름들이
대구광역시 남구 자유6길 24;대구광역시 남구 대명동 465-16
대구광역시 남구 앞산순환로99길 8;대구광역시 남구 대명동 516-15
대구광역시 남구 안지랑로5길 9;대구광역시 남구 대명동 575-3 아름들이
대구광역시 남구 안지랑로2길 10;대구광역시 남구 대명동 554-4
대구광역시 남구 대명서5길 63;대구광역시 남구 대명동 1474-14
대구광역시 남구 앞산순환로 423-5;대구광역시 남구 대명동 554-18
대구광역시 남구 장전3길 35;대구광역시 남구 대명동 1656-21
대구광역시 남구 중앙대로31길 118;대구광역시 남구 대명동 1818-25
대구광역시 남구 대명남로 150-8;대구광역시 남구 대명동 629-16
대구광역시 남구 앞산순환로63길 36;대구광역시 남구 대명동 2768-114
대구광역시 남구 앞산순환로75길 48-13;대구광역시 남구 대명동 606-26
대구광역시 남구 대명서4길 98;대구광역시 남구 대명동 1544-4
대구광역시 남구 대명로36길 72-2;대구광역시 남구 대명동 888-8
대구광역시 남구 앞산순환로79길 48-72;대구광역시 남구 대명동 610-1
대구광역시 남구 성당로18길 67-1;대구광역시 남구 대명동 3052-39
대구광역시 남구 자유3길 20;대구광역시 남구 대명동 369-3
대구광역시 남구 대명로47길 70;대구광역시 남구 대명동 1704-28
대구광역시 남구 안지랑로21길 70;대구광역시 남구 대명동 1068-8
대구광역시 남구 효동길 22-2;대구광역시 남구 봉덕동 1292-204
대구광역시 남구 앞산순환로81길 56-3;대구광역시 남구 대명동 612-20
대구광역시 남구 안지랑로8길 12;대구광역시 남구 대명동 563-16
대구광역시 남구 앞산순환로95길 34;대구광역시 남구 대명동 526-20
대구광역시 남구 이천로9길 25-2;대구광역시 남구 봉덕동 697-2
대구광역시 남구 현충서길 22;대구광역시 남구 대명동 1718-7
대구광역시 남구 현충서길 3;대구광역시 남구 대명동 1220-12
대구광역시 남구 현충로46길 31;대구광역시 남구 대명동 1913-22
대구광역시 남구 현충로36길 25-16;대구광역시 남구 대명동 1741-36
대구광역시 남구 현충로36길 25-7;대구광역시 남구 대명동 1733-29
대구광역시 남구 현충로18길 9;대구광역시 남구 대명동 337-4
대구광역시 남구 중앙대로22길 71-3;대구광역시 남구 봉덕동 717-1
대구광역시 남구 장전3길 32;대구광역시 남구 대명동 1654-5 베아트리체
대구광역시 남구 장전3길 12;대구광역시 남구 대명동 1655-32
대구광역시 남구 장전1길 93;대구광역시 남구 대명동 803-3
대구광역시 남구 자유6길 26;대구광역시 남구 대명동 465-4
대구광역시 남구 이천로25길 54-1;대구광역시 남구 이천동 451-21
대구광역시 남구 앞산순환로81길 51;대구광역시 남구 대명동 610-26
대구광역시 남구 안지랑로7길 39-1;대구광역시 남구 대명동 579-17
대구광역시 남구 안지랑로3길 7;대구광역시 남구 대명동 567-7
대구광역시 남구 안지랑로19길 15-1;대구광역시 남구 대명동 974-1
대구광역시 남구 안지랑로18길 19;대구광역시 남구 대명동 922-11
대구광역시 남구 안지랑로18길 1-30;대구광역시 남구 대명동 922-1
대구광역시 남구 안지랑로13길 26;대구광역시 남구 대명동 944-5
대구광역시 남구 안지랑로11길 77;대구광역시 남구 대명동 1024-3
대구광역시 남구 안지랑로11길 75;대구광역시 남구 대명동 1024-4
대구광역시 남구 안지랑로10길 18-2;대구광역시 남구 대명동 616-1
대구광역시 남구 성당로30길 3;대구광역시 남구 대명동 3041-39
대구광역시 남구 봉덕로11길 24-19;대구광역시 남구 봉덕동 691-3
대구광역시 남구 명덕로40길 40;대구광역시 남구 대명동 1799-3
대구광역시 남구 명덕로28길 48;대구광역시 남구 대명동 1884-15
대구광역시 남구 두류공원로12길 80;대구광역시 남구 대명동 1662-6
대구광역시 남구 대명역6길 7;대구광역시 남구 대명동 1508-4
대구광역시 남구 대명복개로2길 7-1;대구광역시 남구 대명동 1592-30
대구광역시 남구 대명로36길 48;대구광역시 남구 대명동 892-1
대구광역시 남구 대명남1길 2;주소 없음
대구광역시 남구 대륙1길 26;대구광역시 남구 대명동 1078-3
대구광역시 남구 관문시장4길 47;대구광역시 남구 대명동 1179-3
대구광역시 남구 이천로 145;대구광역시 남구 이천동 405-17
대구광역시 북구 태암로6길 27-2;대구광역시 북구 태전동 1059
대구광역시 북구 내곡로 89;대구광역시 북구 사수동 789 브라운스톤 강북
대구광역시 북구 노원로10길 40;대구광역시 북구 노원동3가 1227 대구노원한신더휴
대구광역시 북구 산격로14길 10;대구광역시 북구 산격동 1406-39
대구광역시 북구 침산남로7길 55;대구광역시 북구 침산동 1744
대구광역시 북구 한강로 17;대구광역시 북구 사수동 833 금호서한이다음
대구광역시 북구 복현로36길 6;대구광역시 북구 복현동 37
대구광역시 북구 연암로12길 18-1;대구광역시 북구 산격동 1060-1
대구광역시 북구 주좌길 32-7;대구광역시 북구 학정동 129-2
대구광역시 북구 연암로4길 8;대구광역시 북구 산격동 1389-17
대구광역시 북구 대학로9길 49;대구광역시 북구 산격동 1408-6
대구광역시 북구 관음동로32길 18-25;대구광역시 북구 읍내동 1287-17
대구광역시 북구 관음동로 148;대구광역시 북구 읍내동 1297-29
대구광역시 북구 태암로4길 13;대구광역시 북구 태전동 1044-6
대구광역시 북구 침산남로9길 41-4;대구광역시 북구 침산동 1381-105
대구광역시 북구 관음중앙로11길 24-20;대구광역시 북구 관음동 1313-8
대구광역시 북구 팔거천동로4길 36-12;대구광역시 북구 구암동 684-7
대구광역시 북구 칠곡중앙대로67길 7;대구광역시 북구 태전동 987-4
대구광역시 북구 관음중앙로28길 16-4;대구광역시 북구 관음동 1279-7
대구광역시 북구 태암로5길 15-27;대구광역시 북구 태전동 1016-16
대구광역시 북구 태암로3길 3-14;대구광역시 북구 태전동 1012-6
대구광역시 북구 팔거천동로4길 28-23;대구광역시 북구 구암동 678-3
대구광역시 북구 관음중앙로28길 37-25;대구광역시 북구 관음동 1294-18
대구광역시 북구 관음중앙로28길 37-18;대구광역시 북구 관음동 1292-2
대구광역시 북구 관음중앙로22길 6-12;대구광역시 북구 관음동 1300-6
대구광역시 북구 팔거천동로4길 36-14;대구광역시 북구 구암동 684-8
대구광역시 북구 연경중앙로 55;대구광역시 북구 연경동 923 대구연경 연경숲
대구광역시 북구 칠성남로 176;대구광역시 북구 칠성동2가 302-105 대구역서원프레시빌
대구광역시 북구 내곡로 49;대구광역시 북구 사수동 784 이편한세상대구금호
대구광역시 북구 학정로 17-26;대구광역시 북구 태전동 1212 매천역 더뉴클래스
대구광역시 북구 칠곡중앙대로51길 50;대구광역시 북구 태전동 1181 강북 이진캐스빌
대구광역시 북구 오봉로 36-9;대구광역시 북구 노원동1가 153 우진스카이
대구광역시 북구 성북로 70;대구광역시 북구 침산동 1761 침산화성파크드림
대구광역시 북구 경진로1길 70-1;대구광역시 북구 복현동 457-10
대구광역시 북구 칠성남로26길 11;대구광역시 북구 칠성동2가 736 대구역유림노르웨이숲
대구광역시 북구 옥산로 87;대구광역시 북구 칠성동2가 89-1 태왕아너스로뎀플러스
대구광역시 북구 침산로 153;대구광역시 북구 침산동 269-10 명성푸르지오
대구광역시 북구 성북로15길 61;대구광역시 북구 침산동 623-7
대구광역시 북구 성북로15길 63;대구광역시 북구 침산동 623-6
대구광역시 북구 침산남로13길 48-2;대구광역시 북구 침산동 1593-5
대구광역시 북구 침산남로13길 48;대구광역시 북구 침산동 1593-3
대구광역시 북구 침산남로13길 48-1;대구광역시 북구 침산동 1593-4
대구광역시 북구 침산남로13길 50;대구광역시 북구 침산동 1593
대구광역시 북구 연암공원로 65;대구광역시 북구 산격동 1165-2
대구광역시 북구 침산로21길 41;대구광역시 북구 칠성동2가 1-2 MH엘퍼스트 오페라
대구광역시 북구 동화천로 280;대구광역시 북구 연경동 1081 대구연경엘에이치천년나무1단지
대구광역시 북구 성북로15길 65;대구광역시 북구 침산동 623-5
대구광역시 북구 연암공원로14길 49;대구광역시 북구 산격동 1422-5
대구광역시 북구 침산로52길 16;대구광역시 북구 침산동 623-1
대구광역시 북구 성북로15길 67;대구광역시 북구 침산동 623-4
대구광역시 북구 산격로14길 10-1;대구광역시 북구 산격동 1406-3
대구광역시 북구 동북로37길 24;대구광역시 북구 산격동 490-8
대구광역시 북구 연암공원로 6;대구광역시 북구 산격동 982
대구광역시 북구 옥산로7길 10-2;대구광역시 북구 노원동1가 484
대구광역시 북구 연암로4길 56;대구광역시 북구 산격동 1498-105
대구광역시 북구 대현남로서4길 36;대구광역시 북구 대현동 329-4
대구광역시 북구 내곡로 70;대구광역시 북구 사수동 803 대구금호스타힐스엔에이치에프6단지
대구광역시 북구 원대로19길 14;대구광역시 북구 노원동1가 497
대구광역시 북구 대동로3길 20;대구광역시 북구 산격동 1257-8
대구광역시 북구 침산남로7길 18;대구광역시 북구 노원동1가 7-4
대구광역시 북구 대동로4길 4;대구광역시 북구 산격동 1241-16
대구광역시 북구 내곡로 69;대구광역시 북구 사수동 787 대구금호엘에이치천년나무5단지
대구광역시 북구 대동로8길 1-4;대구광역시 북구 산격동 1268-6
대구광역시 북구 대현남로6길 20;대구광역시 북구 대현동 535 대구대현엘에이치3단지
대구광역시 북구 내곡로 15;대구광역시 북구 사수동 771 대구금호엘에이치천년나무8단지
대구광역시 북구 칠성로19길 10;대구광역시 북구 칠성동2가 412-74
대구광역시 북구 대동로8길 24-11;대구광역시 북구 산격동 1252-5
대구광역시 북구 대동로8길 24-7;대구광역시 북구 산격동 1252-27
대구광역시 북구 연암로35길 11-2;대구광역시 북구 산격동 780-3
대구광역시 북구 환성정길 12-25;대구광역시 북구 서변동 918-2
대구광역시 북구 학정로110길 48-8;대구광역시 북구 학정동 929-17
대구광역시 북구 학정로110길 38;대구광역시 북구 학정동 929-4
대구광역시 북구 학남로3길 40-3;대구광역시 북구 학정동 929-14
대구광역시 북구 학남로1길 2-16;대구광역시 북구 학정동 947-9
대구광역시 북구 학남로17길 26-22;대구광역시 북구 국우동 1092-7
대구광역시 북구 학남로17길 26-14;대구광역시 북구 국우동 1091-8
대구광역시 북구 학남로17길 24;대구광역시 북구 국우동 1091-4
대구광역시 북구 학남로17길 20-6;대구광역시 북구 국우동 1094-2
대구광역시 북구 학남로17길 20-11;대구광역시 북구 국우동 1091-11
대구광역시 북구 팔거천동로34길 2-15;대구광역시 북구 동천동 926-8
대구광역시 북구 팔거천동로34길 11-9;대구광역시 북구 동천동 920-4
대구광역시 북구 팔거천동로26길 18;대구광역시 북구 동천동 942-5
대구광역시 북구 팔거천동로26길 15-8;대구광역시 북구 동천동 943-7
대구광역시 북구 팔거천동로26길 15-3;대구광역시 북구 동천동 944-4
대구광역시 북구 태전로13길 33-1;대구광역시 북구 태전동 256-44
대구광역시 북구 침산남로7길 50-9;대구광역시 북구 침산동 1410-3
대구광역시 북구 침산남로7길 50-15;대구광역시 북구 침산동 1410-1
대구광역시 북구 침산남로7길 50-13;대구광역시 북구 침산동 1410-18
대구광역시 북구 침산남로7길 50-11;대구광역시 북구 침산동 1410-19
대구광역시 북구 칠곡중앙대로북53길 20;대구광역시 북구 태전동 162-47
대구광역시 북구 연암공원로13길 2-11;대구광역시 북구 산격동 1180-54
대구광역시 북구 복현로북2길 15-3;대구광역시 북구 복현동 360-15
대구광역시 북구 동북로65길 54-1;대구광역시 북구 복현동 301-8
대구광역시 북구 동변로24길 16-1;대구광역시 북구 동변동 275
대구광역시 북구 동변로18길 23;대구광역시 북구 동변동 369
대구광역시 북구 동변로16길 2-6;대구광역시 북구 동변동 686-17
대구광역시 북구 동변로15길 11-8;대구광역시 북구 동변동 666-11
대구광역시 북구 동변로14길 9-1;대구광역시 북구 동변동 690-15
대구광역시 북구 대현남로10길 42;대구광역시 북구 대현동 272-24
대구광역시 북구 대천로18길 30-11;대구광역시 북구 동천동 948-4 초록빌리지
대구광역시 북구 대동로4길 12;대구광역시 북구 산격동 1252-3
대구광역시 북구 대구체육관로12길 11;대구광역시 북구 산격동 1433-52
대구광역시 북구 구암로60길 8-18;대구광역시 북구 구암동 818-4
대구광역시 북구 구암로60길 41-12;대구광역시 북구 구암동 809-4
대구광역시 북구 구암로60길 12-11;대구광역시 북구 구암동 820-11
대구광역시 북구 구암로54길 35;대구광역시 북구 구암동 820-2
대구광역시 북구 구암로54길 23;대구광역시 북구 구암동 821-2
대구광역시 북구 구리로36길 3-7;대구광역시 북구 국우동 1108-12
대구광역시 북구 구리로34길 23-4;대구광역시 북구 국우동 1116-9
대구광역시 북구 구리로34길 23-16;대구광역시 북구 국우동 1116-13
대구광역시 북구 구리로34길 23;대구광역시 북구 국우동 1117-6
대구광역시 북구 관음중앙로9길 6-17;대구광역시 북구 관음동 1325-3
대구광역시 북구 관음중앙로33길 3-31;대구광역시 북구 읍내동 1287-8
대구광역시 북구 관음중앙로33길 11-1;대구광역시 북구 읍내동 1285-8
대구광역시 북구 관음중앙로21길 4-19;대구광역시 북구 관음동 1255-17
대구광역시 북구 관음중앙로17길 43;대구광역시 북구 관음동 1243-10
대구광역시 북구 관음중앙로17길 4-18;대구광역시 북구 관음동 1268-4
대구광역시 북구 관음동로9길 3-16;대구광역시 북구 관음동 1362-7
대구광역시 북구 관음동로31길 6;대구광역시 북구 관음동 1233-7
대구광역시 북구 관음동로31길 2;대구광역시 북구 관음동 1233-6
대구광역시 북구 경대로5길 24-12;대구광역시 북구 대현동 111-20
대구광역시 북구 학정동로 81;대구광역시 북구 학정동 935-3
대구광역시 북구 복현로 164;대구광역시 북구 복현동 38-77
대구광역시 북구 고성북로 7-8;대구광역시 북구 고성동2가 111-13
대구광역시 북구 고성북로 7-6;대구광역시 북구 고성동2가 111-56
대구광역시 북구 고성북로 7;대구광역시 북구 고성동2가 111-8
대구광역시 북구 팔달로 201-20;대구광역시 북구 노원동2가 351-2
대구광역시 북구 신천동로 730-2;대구광역시 북구 대현동 480-19
대구광역시 북구 서변로3길 39;대구광역시 북구 서변동 1182-1
대구광역시 북구 동변로20길 18;대구광역시 북구 동변동 285-1
대구광역시 북구 대구체육관로10길 16;대구광역시 북구 산격동 1497-30
대구광역시 북구 동변로 100-2;대구광역시 북구 동변동 492-1
대구광역시 북구 한강로 55;대구광역시 북구 사수동 837 대구금호엘에이치천년나무1단지
대구광역시 북구 매전로 73;대구광역시 북구 태전동 1103 태전휴먼시아1단지
대구광역시 북구 학남로 100;대구광역시 북구 국우동 1080 칠곡그린빌 5, 6단지
대구광역시 북구 연암로 183;대구광역시 북구 산격동 724-12 산격주공아파트
대구광역시 북구 학남로 60;대구광역시 북구 학정동 984 칠곡7주공아파트
대구광역시 북구 침산남로13길 38-13;대구광역시 북구 침산동 1582-1
대구광역시 북구 침산남로13길 38-9;대구광역시 북구 침산동 1582-4
대구광역시 북구 침산남로9길 30-1;대구광역시 북구 침산동 1643-8
대구광역시 북구 관음중앙로 133-22;대구광역시 북구 관음동 1237-20
대구광역시 북구 태전로13길 10-30;대구광역시 북구 태전동 288-4
대구광역시 북구 관음중앙로28길 15;대구광역시 북구 관음동 1286-4
대구광역시 북구 구리로34길 27-17;대구광역시 북구 국우동 1116-2
대구광역시 북구 관음중앙로28길 6-28;대구광역시 북구 관음동 1275-28
대구광역시 북구 관음중앙로28길 37-29;대구광역시 북구 관음동 1294-20
대구광역시 북구 환성정길 12-23;대구광역시 북구 서변동 919-2
대구광역시 북구 환성정길 12-4;대구광역시 북구 서변동 967
대구광역시 북구 학정로110길 47-1;대구광역시 북구 학정동 931-2
대구광역시 북구 학정동로13길 10-22;대구광역시 북구 학정동 937-14
대구광역시 북구 학남로17길 12-17;대구광역시 북구 국우동 1095-10
대구광역시 북구 칠곡중앙대로52길 11;대구광역시 북구 태전동 608-39
대구광역시 북구 칠곡중앙대로52길 9;대구광역시 북구 태전동 608-40
대구광역시 북구 칠곡중앙대로128길 10-8;대구광역시 북구 읍내동 397-30
대구광역시 북구 대현로서15길 46-4;대구광역시 북구 대현동 240-30
대구광역시 북구 대학로9길 62-2;대구광역시 북구 산격동 1246-2
대구광역시 북구 대동로4길 16-3;대구광역시 북구 산격동 1250-15
대구광역시 북구 구리로36길 10;대구광역시 북구 국우동 1118-3
대구광역시 북구 구리로34길 25;대구광역시 북구 국우동 1116-8
대구광역시 북구 관음중앙로34길 17;대구광역시 북구 읍내동 780-10
대구광역시 북구 관음중앙로28길 16-19;대구광역시 북구 관음동 1281-1
대구광역시 북구 고성로34길 14;대구광역시 북구 고성동2가 96-1
대구광역시 북구 경진로남1길 60-1;대구광역시 북구 복현동 451-5
대구광역시 북구 경진로남1길 60;대구광역시 북구 복현동 451-8
대구광역시 북구 경대로27길 26-1;대구광역시 북구 복현동 456-10
대구광역시 수성구 수성로32길 30;대구광역시 수성구 상동 22-6
대구광역시 수성구 청수로38길 32;대구광역시 수성구 지산동 966-3
대구광역시 수성구 무열로39길 36-1;대구광역시 수성구 만촌동 640-21
대구광역시 수성구 들안로13길 21;대구광역시 수성구 상동 69-2
대구광역시 수성구 청수로24길 59;대구광역시 수성구 두산동 87-6
대구광역시 수성구 명덕로 410;대구광역시 수성구 수성동2가 175 수성아이위시타워오피스텔
대구광역시 수성구 청수로25길 118-6;대구광역시 수성구 황금동 880-6
대구광역시 수성구 수성로32길 113-17;대구광역시 수성구 상동 55-12
대구광역시 수성구 범안로4안길 8-1;대구광역시 수성구 범물동 1389-1
대구광역시 수성구 청수로38길 77;대구광역시 수성구 지산동 983-7
대구광역시 수성구 범안로4길 58-5;대구광역시 수성구 범물동 1393-1
대구광역시 수성구 범안로3안길 47;대구광역시 수성구 범물동 1343-1
대구광역시 수성구 달구벌대로 3304-2;대구광역시 수성구 신매동 49 사월화성파크드림
대구광역시 수성구 달구벌대로 3310;대구광역시 수성구 신매동 10-31 한라하우젠트
대구광역시 수성구 달구벌대로 3304;대구광역시 수성구 신매동 10-14 사월화성파크드림
대구광역시 수성구 동대구로59길 14-19;대구광역시 수성구 범어동 792-43 범어역 아이위시
대구광역시 수성구 달구벌대로 3304-1;대구광역시 수성구 신매동 46 사월화성파크드림 2단지
대구광역시 수성구 국채보상로 1081-16;대구광역시 수성구 만촌동 677-20
대구광역시 수성구 들안로28길 78-26;대구광역시 수성구 황금동 808-15
대구광역시 수성구 공경로7길 42;대구광역시 수성구 만촌동 654-6
대구광역시 수성구 지산로14안길 20;대구광역시 수성구 지산동 688-1
대구광역시 수성구 수성로12길 14-20;대구광역시 수성구 상동 389-5
대구광역시 수성구 수성로24길 60-3;대구광역시 수성구 상동 22-1
대구광역시 수성구 수성로38길 86-15;대구광역시 수성구 중동 86-3
대구광역시 수성구 화랑로32길 91;대구광역시 수성구 만촌동 641 수성풀비체
대구광역시 수성구 용학로31길 21;대구광역시 수성구 지산동 1181-13
대구광역시 수성구 무열로29길 29;대구광역시 수성구 만촌동 674-48
대구광역시 수성구 충의로6길 24;대구광역시 수성구 만촌동 991-1
대구광역시 수성구 용학로44길 23;대구광역시 수성구 지산동 1204-13
대구광역시 수성구 수성로32길 113-22;대구광역시 수성구 상동 56-2
대구광역시 수성구 동대구로8길 38;대구광역시 수성구 지산동 1037-4
대구광역시 수성구 동대구로14길 89;대구광역시 수성구 지산동 973-12
대구광역시 수성구 동대구로14길 91;대구광역시 수성구 지산동 973-13
대구광역시 수성구 동대구로14길 87;대구광역시 수성구 지산동 973-4
대구광역시 수성구 파동로22길 43;대구광역시 수성구 파동 258-2 파동네오빌
대구광역시 수성구 만촌로24길 52-8;대구광역시 수성구 만촌동 651-1
대구광역시 수성구 공경로2길 42;대구광역시 수성구 만촌동 677-2
대구광역시 수성구 공경로2길 46;대구광역시 수성구 만촌동 677-40
대구광역시 수성구 희망로36길 35;대구광역시 수성구 황금동 772-17
대구광역시 수성구 희망로19길 84;대구광역시 수성구 수성동1가 648-6 천호빌
대구광역시 수성구 화랑로2길 132;대구광역시 수성구 만촌동 424-10
대구광역시 수성구 청수로40길 76-30;대구광역시 수성구 지산동 978-11
대구광역시 수성구 청수로36길 70-8;대구광역시 수성구 지산동 991-6
대구광역시 수성구 청수로25길 118-23;대구광역시 수성구 황금동 876-5
대구광역시 수성구 청수로20길 24-9;대구광역시 수성구 두산동 22-13
대구광역시 수성구 천을로31길 3-14;대구광역시 수성구 매호동 1327-15
대구광역시 수성구 시지로14길 7-28;대구광역시 수성구 시지동 494-6
대구광역시 수성구 수성로52안길 3-21;대구광역시 수성구 중동 26-2
대구광역시 수성구 수성로52길 42;대구광역시 수성구 중동 36-12
대구광역시 수성구 수성로39길 65;대구광역시 수성구 중동 551-138
대구광역시 수성구 수성로38길 86-3;대구광역시 수성구 중동 85-7
대구광역시 수성구 수성로38길 72-24;대구광역시 수성구 중동 123-4
대구광역시 수성구 수성로32길 99-3;대구광역시 수성구 상동 42-9
대구광역시 수성구 수성로32길 99-20;대구광역시 수성구 상동 53-2
대구광역시 수성구 수성로32길 73;대구광역시 수성구 상동 40-3
대구광역시 수성구 수성로32길 49-6;대구광역시 수성구 상동 20-7
대구광역시 수성구 수성로32길 151;대구광역시 수성구 상동 61-3
대구광역시 수성구 수성로20길 64;대구광역시 수성구 상동 325-5
대구광역시 수성구 수성로20길 14;대구광역시 수성구 상동 342-1
대구광역시 수성구 수성로12길 22;대구광역시 수성구 상동 388-5
대구광역시 수성구 범안로4안길 8-3;대구광역시 수성구 범물동 1389-2
대구광역시 수성구 범안로4길 58-9;대구광역시 수성구 범물동 1393-3
대구광역시 수성구 무학로35길 110-20;대구광역시 수성구 지산동 1017-9
대구광역시 수성구 무학로33길 31-20;대구광역시 수성구 지산동 1025-3
대구광역시 수성구 무학로21안길 40-1;대구광역시 수성구 두산동 164-17 명성하이츠
대구광역시 수성구 무학로21안길 40;대구광역시 수성구 두산동 164-6 창성하이츠
대구광역시 수성구 무학로11길 69;대구광역시 수성구 상동 414-6
대구광역시 수성구 무학로11길 42-8;대구광역시 수성구 상동 390-2
대구광역시 수성구 무학로11길 41;대구광역시 수성구 상동 411-7
대구광역시 수성구 무학로11길 27;대구광역시 수성구 상동 410-4
대구광역시 수성구 들안로9길 82-7;대구광역시 수성구 상동 395-4
대구광역시 수성구 들안로42안길 16;대구광역시 수성구 황금동 718-6
대구광역시 수성구 들안로33길 21;대구광역시 수성구 중동 132-1
대구광역시 수성구 들안로2안길 23;대구광역시 수성구 두산동 158-7
대구광역시 수성구 들안로2안길 19-11;대구광역시 수성구 두산동 157-18
대구광역시 수성구 들안로29길 17;대구광역시 수성구 중동 144-3
대구광역시 수성구 들안로28길 10-13;대구광역시 수성구 황금동 883-12
대구광역시 수성구 들안로19길 34;대구광역시 수성구 상동 15-7
대구광역시 수성구 들안로13길 31;대구광역시 수성구 상동 67-2
대구광역시 수성구 들안로13길 100;대구광역시 수성구 상동 16-1
대구광역시 수성구 동원로6길 28;대구광역시 수성구 만촌동 1023-22
대구광역시 수성구 동대구로12길 74;대구광역시 수성구 지산동 1014-2
대구광역시 수성구 달구벌대로495길 86;대구광역시 수성구 범어동 145-13
대구광역시 수성구 충의로 37;대구광역시 수성구 만촌동 989-10
대구광역시 수성구 세진로12길 15;대구광역시 수성구 만촌동 1009-17
대구광역시 수성구 무열로39길 15;대구광역시 수성구 만촌동 637-1
대구광역시 수성구 들안로32길 55-10;대구광역시 수성구 황금동 799-5
대구광역시 수성구 청수로45길 41;대구광역시 수성구 황금동 965 황금3주공아파트
대구광역시 수성구 범어로32길 19;대구광역시 수성구 범어동 429-31
대구광역시 수성구 들안로44길 32;대구광역시 수성구 황금동 717-3
대구광역시 수성구 세진로12길 35;대구광역시 수성구 만촌동 1010-3
대구광역시 수성구 동원로 69-5;대구광역시 수성구 범어동 420-4
대구광역시 수성구 공경로7길 17;대구광역시 수성구 만촌동 656-2
대구광역시 수성구 수성로 151-12;대구광역시 수성구 중동 400-14
대구광역시 수성구 수성로32길 143;대구광역시 수성구 상동 61-5
대구광역시 수성구 상화로 134-10;대구광역시 수성구 두산동 126-17
대구광역시 수성구 무열로39길 27;대구광역시 수성구 만촌동 637-7
